chr	start	end	type	strand	gene_id	gene_name	subtype	exon_start	exon_end	len
chr2	69993813	69993865	intergenic	.	.	.	intergenic	69993813	69993865	53
chr2	113699920	113700060	intergenic	.	.	.	intergenic	113699920	113700060	141
chr2	148690234	148690303	intergenic	.	.	.	intergenic	148690234	148690303	70
chr2	165682883	165683073	intergenic	.	.	.	intergenic	165682883	165683073	191
chr8	91070407	91070448	intergenic	+	.	.	intergenic	91070407	91070448	42
chrX	150987206	150987838	intergenic	.	.	.	intergenic	150987206	150987838	633
chr10	97674836	97674879	intergenic	.	.	.	intergenic	97674836	97674879	44
chr11	84905644	84905905	intergenic	.	.	.	intergenic	84905644	84905905	262
chr11	101991513	101991607	intergenic	.	.	.	intergenic	101991513	101991607	95
chr11	117702401	117702438	intergenic	.	.	.	intergenic	117702401	117702438	38
chr14	31168323	31168411	intergenic	.	.	.	intergenic	31168323	31168411	89
chr19	4197417	4197476	intergenic	.	.	.	intergenic	4197417	4197476	60
chr19	34672363	34672435	intergenic	-	.	.	intergenic	34672363	34672435	73
chr19	44132002	44132085	intergenic	.	.	.	intergenic	44132002	44132085	84
chr4	26340348	26340416	intergenic	.	.	.	intergenic	26340348	26340416	69
chr4	41635148	41635204	intergenic	.	.	.	intergenic	41635148	41635204	57
chr4	139410530	139410591	intergenic	.	.	.	intergenic	139410530	139410591	62
chr9	8946951	8947006	intergenic	.	.	.	intergenic	8946951	8947006	56
chr9	110108393	110109025	intergenic	.	.	.	intergenic	110108393	110109025	633
chr16	14188405	14188483	intergenic	.	.	.	intergenic	14188405	14188483	79
chr7	19698341	19698403	intergenic	.	.	.	intergenic	19698341	19698403	63
chr7	26371935	26371988	intergenic	.	.	.	intergenic	26371935	26371988	54
chr7	45614996	45615068	intergenic	.	.	.	intergenic	45614996	45615068	73
chr7	122595074	122595161	intergenic	.	.	.	intergenic	122595074	122595161	88
chr7	130536917	130536982	intergenic	.	.	.	intergenic	130536917	130536982	66
chr7	130536914	130536982	intergenic	.	.	.	intergenic	130536914	130536982	69
chr10	77593018	77593062	intergenic	.	.	.	intergenic	77593018	77593062	45
chr10	82670153	82670277	intergenic	-	.	.	intergenic	82670153	82670277	125
chr2	25467185	25467286	intergenic	.	.	.	intergenic	25467185	25467286	102
chr2	76807892	76807990	intergenic	.	.	.	intergenic	76807892	76807990	99
chr2	76857107	76857154	intergenic	.	.	.	intergenic	76857107	76857154	48
chr2	158058828	158071688	intergenic	.	.	.	intergenic	158058828	158071688	12861
chr2	178395794	178395837	intergenic	.	.	.	intergenic	178395794	178395837	44
chr2	178395792	178395837	intergenic	.	.	.	intergenic	178395792	178395837	46
chr5	24550465	24550599	intergenic	.	.	.	intergenic	24550465	24550599	135
chr5	45498594	45498691	intergenic	.	.	.	intergenic	45498594	45498691	98
chr5	65659494	65659606	intergenic	.	.	.	intergenic	65659494	65659606	113
chr5	65659543	65659606	intergenic	.	.	.	intergenic	65659543	65659606	64
chr5	67747217	67747277	intergenic	.	.	.	intergenic	67747217	67747277	61
chr5	138611778	138611823	intergenic	.	.	.	intergenic	138611778	138611823	46
chr15	51789908	51789992	intergenic	.	.	.	intergenic	51789908	51789992	85
chr15	71981769	71981839	intergenic	.	.	.	intergenic	71981769	71981839	71
chr18	11882786	11882848	intergenic	.	.	.	intergenic	11882786	11882848	63
chr1	63585456	63585536	intergenic	.	.	.	intergenic	63585456	63585536	81
chr1	182301199	182301264	intergenic	.	.	.	intergenic	182301199	182301264	66
chr11	118398056	118398120	intergenic	.	.	.	intergenic	118398056	118398120	65
chr12	31282760	31282830	intergenic	.	.	.	intergenic	31282760	31282830	71
chr5	36031082	36031151	intergenic	.	.	.	intergenic	36031082	36031151	70
chr5	136754840	136754914	intergenic	.	.	.	intergenic	136754840	136754914	75
chr6	43523779	43523883	intergenic	.	.	.	intergenic	43523779	43523883	105
chr1	150164754	150164813	intergenic	.	.	.	intergenic	150164754	150164813	60
chr14	24138197	24138236	intergenic	-	.	.	intergenic	24138197	24138236	40
chr7	101244217	101244296	intergenic	.	.	.	intergenic	101244217	101244296	80
chrX	102127137	102127190	intergenic	.	.	.	intergenic	102127137	102127190	54
chr19	40736885	40738489	intergenic	.	.	.	intergenic	40736885	40738489	1605
chr19	44088596	44088674	intergenic	.	.	.	intergenic	44088596	44088674	79
chr19	48796468	48796504	intergenic	.	.	.	intergenic	48796468	48796504	37
chr19	55091093	55091135	intergenic	-	.	.	intergenic	55091093	55091135	43
chr17	7236128	7236192	intergenic	.	.	.	intergenic	7236128	7236192	65
chr17	7932246	7932387	intergenic	.	.	.	intergenic	7932246	7932387	142
chr15	44561890	44561966	intergenic	.	.	.	intergenic	44561890	44561966	77
chr11	49827246	49827330	intergenic	.	.	.	intergenic	49827246	49827330	85
chr11	49827246	49827298	intergenic	.	.	.	intergenic	49827246	49827298	53
chr11	57771468	57771585	intergenic	+	.	.	intergenic	57771468	57771585	118
chr11	106000036	106000074	intergenic	.	.	.	intergenic	106000036	106000074	39
chr9	69428575	69428736	intergenic	.	.	.	intergenic	69428575	69428736	162
chr9	73038581	73038622	intergenic	.	.	.	intergenic	73038581	73038622	42
chr9	105395666	105395799	intergenic	.	.	.	intergenic	105395666	105395799	134
chr1	180973203	180973295	intergenic	.	.	.	intergenic	180973203	180973295	93
chr13	66998446	66998549	intergenic	.	.	.	intergenic	66998446	66998549	104
chr19	4197255	4197338	intergenic	.	.	.	intergenic	4197255	4197338	84
chr19	17642379	17642492	intergenic	.	.	.	intergenic	17642379	17642492	114
chr19	40609040	40609201	intergenic	.	.	.	intergenic	40609040	40609201	162
chr19	45640237	45640425	intergenic	.	.	.	intergenic	45640237	45640425	189
chr19	57753304	57753471	intergenic	.	.	.	intergenic	57753304	57753471	168
chr6	97118793	97118880	intergenic	.	.	.	intergenic	97118793	97118880	88
chr17	34052518	34052562	intergenic	.	.	.	intergenic	34052518	34052562	45
chr5	21739010	21739092	intergenic	.	.	.	intergenic	21739010	21739092	83
chr12	111184337	111184402	intergenic	.	.	.	intergenic	111184337	111184402	66
chr2	26388353	26388491	intergenic	.	.	.	intergenic	26388353	26388491	139
chr2	32418345	32419047	intergenic	-	.	.	intergenic	32418345	32419047	703
chr2	76885053	76885124	intergenic	.	.	.	intergenic	76885053	76885124	72
chr2	91560807	91560911	intergenic	+	.	.	intergenic	91560807	91560911	105
chr4	65323887	65324023	intergenic	.	.	.	intergenic	65323887	65324023	137
chr4	122885726	122885813	intergenic	.	.	.	intergenic	122885726	122885813	88
chrX	12136326	12136400	intergenic	.	.	.	intergenic	12136326	12136400	75
chrX	37839369	37839418	intergenic	.	.	.	intergenic	37839369	37839418	50
chrX	102127137	102127360	intergenic	.	.	.	intergenic	102127137	102127360	224
chrX	103609196	103609303	intergenic	.	.	.	intergenic	103609196	103609303	108
chr4	83460994	83461185	intergenic	.	.	.	intergenic	83460994	83461185	192
chr11	3370851	3370968	intergenic	.	.	.	intergenic	3370851	3370968	118
chr11	65855137	65855186	intergenic	.	.	.	intergenic	65855137	65855186	50
chr11	103078196	103078238	intergenic	.	.	.	intergenic	103078196	103078238	43
chr11	110230431	110230488	intergenic	.	.	.	intergenic	110230431	110230488	58
chr7	100706894	100707304	intergenic	.	.	.	intergenic	100706894	100707304	411
chr17	7236128	7236173	intergenic	.	.	.	intergenic	7236128	7236173	46
chrX	101102295	101102367	intergenic	.	.	.	intergenic	101102295	101102367	73
chr19	38931076	38931110	intergenic	.	.	.	intergenic	38931076	38931110	35
chr19	46044757	46044829	intergenic	.	.	.	intergenic	46044757	46044829	73
chr17	7932246	7932314	intergenic	.	.	.	intergenic	7932246	7932314	69
chr11	34083470	34084083	intergenic	.	.	.	intergenic	34083470	34084083	614
chr9	107331397	107331444	intergenic	.	.	.	intergenic	107331397	107331444	48
chr6	18235348	18235397	intergenic	.	.	.	intergenic	18235348	18235397	50
chr5	138187721	138187862	intergenic	.	.	.	intergenic	138187721	138187862	142
chr5	138766708	138766807	intergenic	.	.	.	intergenic	138766708	138766807	100
chr3	127573326	127573445	intergenic	.	.	.	intergenic	127573326	127573445	120
chr2	27027038	27027140	intergenic	.	.	.	intergenic	27027038	27027140	103
chr2	27241151	27241385	intergenic	.	.	.	intergenic	27241151	27241385	235
chr2	69465344	69465588	intergenic	.	.	.	intergenic	69465344	69465588	245
chr10	14133895	14133940	intergenic	.	.	.	intergenic	14133895	14133940	46
chr10	97714856	97714976	intergenic	.	.	.	intergenic	97714856	97714976	121
chr12	55719151	55719583	intergenic	.	.	.	intergenic	55719151	55719583	433
chr12	69258628	69258675	intergenic	.	.	.	intergenic	69258628	69258675	48
chr13	110903528	110903614	intergenic	.	.	.	intergenic	110903528	110903614	87
chr7	102190469	102191902	intergenic	.	.	.	intergenic	102190469	102191902	1434
chr18	36796645	36796743	intergenic	.	.	.	intergenic	36796645	36796743	99
chr12	56511507	56511548	intergenic	.	.	.	intergenic	56511507	56511548	42
chr11	59132407	59132460	intergenic	.	.	.	intergenic	59132407	59132460	54
chr11	69432795	69432853	intergenic	.	.	.	intergenic	69432795	69432853	59
chr17	28769529	28769720	intergenic	.	.	.	intergenic	28769529	28769720	192
chr17	66690268	66690424	intergenic	.	.	.	intergenic	66690268	66690424	157
chr4	137521493	137521572	intergenic	.	.	.	intergenic	137521493	137521572	80
chrX	102127137	102127329	intergenic	.	.	.	intergenic	102127137	102127329	193
chr2	135938342	135938422	intergenic	.	.	.	intergenic	135938342	135938422	81
chr5	76637072	76637163	intergenic	.	.	.	intergenic	76637072	76637163	92
chr10	80154473	80154542	intergenic	.	.	.	intergenic	80154473	80154542	70
chr11	43444831	43444937	intergenic	.	.	.	intergenic	43444831	43444937	107
chr11	65021777	65021940	intergenic	.	.	.	intergenic	65021777	65021940	164
chr5	72203564	72205129	intergenic	.	.	.	intergenic	72203564	72205129	1566
chr19	23932717	23932800	intergenic	.	.	.	intergenic	23932717	23932800	84
chr1	38036274	38036344	intergenic	.	.	.	intergenic	38036274	38036344	71
chr1	40465811	40465864	intergenic	.	.	.	intergenic	40465811	40465864	54
chr1	165663509	165663565	intergenic	-	.	.	intergenic	165663509	165663565	57
chr15	48151476	48151560	intergenic	.	.	.	intergenic	48151476	48151560	85
chr9	105516630	105521039	intergenic	.	.	.	intergenic	105516630	105521039	4410
chr2	27027054	27027140	intergenic	.	.	.	intergenic	27027054	27027140	87
chr2	41670271	41670900	intergenic	.	.	.	intergenic	41670271	41670900	630
chr2	65526415	65526496	intergenic	.	.	.	intergenic	65526415	65526496	82
chr2	76807914	76807990	intergenic	.	.	.	intergenic	76807914	76807990	77
chr2	91562844	91562906	intergenic	.	.	.	intergenic	91562844	91562906	63
chr2	178395793	178395837	intergenic	.	.	.	intergenic	178395793	178395837	45
chr16	56770144	56770212	intergenic	.	.	.	intergenic	56770144	56770212	69
chr14	70563683	70564849	intergenic	+	.	.	intergenic	70563683	70564849	1167
chr17	6947912	6947977	intergenic	.	.	.	intergenic	6947912	6947977	66
chr17	43568787	43568875	intergenic	.	.	.	intergenic	43568787	43568875	89
chr10	21986208	21986814	intergenic	.	.	.	intergenic	21986208	21986814	607
chr10	88174934	88175038	intergenic	.	.	.	intergenic	88174934	88175038	105
chr6	42629274	42629400	intergenic	.	.	.	intergenic	42629274	42629400	127
chr1	17696875	17696995	intergenic	.	.	.	intergenic	17696875	17696995	121
chr11	120450508	120450590	intergenic	.	.	.	intergenic	120450508	120450590	83
chr4	144779626	144779715	intergenic	.	.	.	intergenic	144779626	144779715	90
chr9	95935577	95935651	intergenic	.	.	.	intergenic	95935577	95935651	75
chr3	116297080	116297130	intergenic	.	.	.	intergenic	116297080	116297130	51
chr3	127687460	127687581	intergenic	.	.	.	intergenic	127687460	127687581	122
chr12	86140096	86140176	intergenic	.	.	.	intergenic	86140096	86140176	81
chr5	74628042	74628119	intergenic	.	.	.	intergenic	74628042	74628119	78
chr5	143388986	143389081	intergenic	.	.	.	intergenic	143388986	143389081	96
chr7	44227681	44227777	intergenic	.	.	.	intergenic	44227681	44227777	97
chr7	45722655	45722721	intergenic	+	.	.	intergenic	45722655	45722721	67
chr19	4197429	4197476	intergenic	.	.	.	intergenic	4197429	4197476	48
chr14	54478102	54478138	intergenic	.	.	.	intergenic	54478102	54478138	37
chr14	64782396	64782545	intergenic	.	.	.	intergenic	64782396	64782545	150
chr17	7927080	7927129	intergenic	.	.	.	intergenic	7927080	7927129	50
chr17	8173009	8173138	intergenic	.	.	.	intergenic	8173009	8173138	130
chr17	28329048	28329095	intergenic	.	.	.	intergenic	28329048	28329095	48
chr17	32929776	32929854	intergenic	.	.	.	intergenic	32929776	32929854	79
chr17	35844571	35844855	intergenic	.	.	.	intergenic	35844571	35844855	285
chr9	114597718	114597794	intergenic	.	.	.	intergenic	114597718	114597794	77
chrX	78126136	78126203	intergenic	.	.	.	intergenic	78126136	78126203	68
chrX	78129324	78129380	intergenic	.	.	.	intergenic	78129324	78129380	57
chr19	37599694	37601048	intergenic	.	.	.	intergenic	37599694	37601048	1355
chr19	44107204	44107287	intergenic	.	.	.	intergenic	44107204	44107287	84
chr19	44107203	44107287	intergenic	.	.	.	intergenic	44107203	44107287	85
chr19	48645848	48646028	intergenic	.	.	.	intergenic	48645848	48646028	181
chr19	58266958	58266998	intergenic	.	.	.	intergenic	58266958	58266998	41
chr5	87666257	87666338	intergenic	.	.	.	intergenic	87666257	87666338	82
chr5	135345918	135346089	intergenic	.	.	.	intergenic	135345918	135346089	172
chr5	141975715	141975764	intergenic	.	.	.	intergenic	141975715	141975764	50
chr5	146751596	146751694	intergenic	.	.	.	intergenic	146751596	146751694	99
chr5	147615015	147615128	intergenic	.	.	.	intergenic	147615015	147615128	114
chr6	35287140	35287346	intergenic	.	.	.	intergenic	35287140	35287346	207
chr2	25234129	25234179	intergenic	.	.	.	intergenic	25234129	25234179	51
chr2	121337772	121337821	intergenic	.	.	.	intergenic	121337772	121337821	50
chr7	44112748	44112846	intergenic	.	.	.	intergenic	44112748	44112846	99
chr7	139525782	139525894	intergenic	.	.	.	intergenic	139525782	139525894	113
chr3	127687520	127687581	intergenic	.	.	.	intergenic	127687520	127687581	62
chr1	93319878	93319959	intergenic	.	.	.	intergenic	93319878	93319959	82
chr1	153752060	153752177	intergenic	.	.	.	intergenic	153752060	153752177	118
chr1	184795234	184795305	intergenic	-	.	.	intergenic	184795234	184795305	72
chr11	62882020	62882992	intergenic	.	.	.	intergenic	62882020	62882992	973
chr11	67283866	67284239	intergenic	.	.	.	intergenic	67283866	67284239	374
chr11	70435573	70435696	intergenic	.	.	.	intergenic	70435573	70435696	124
chr11	72690035	72690114	intergenic	.	.	.	intergenic	72690035	72690114	80
chr13	41056554	41056602	intergenic	.	.	.	intergenic	41056554	41056602	49
chr13	98887798	98888465	intergenic	.	.	.	intergenic	98887798	98888465	668
chr13	112883013	112883099	intergenic	.	.	.	intergenic	112883013	112883099	87
chr2	27241163	27241385	intergenic	.	.	.	intergenic	27241163	27241385	223
chr2	117903242	117903292	intergenic	.	.	.	intergenic	117903242	117903292	51
chr2	152415723	152418231	intergenic	.	.	.	intergenic	152415723	152418231	2509
chr9	107331409	107331444	intergenic	.	.	.	intergenic	107331409	107331444	36
chr9	110251148	110253345	intergenic	.	.	.	intergenic	110251148	110253345	2198
chr3	88163088	88164144	intergenic	.	.	.	intergenic	88163088	88164144	1057
chr6	30744395	30744469	intergenic	.	.	.	intergenic	30744395	30744469	75
chr18	35249813	35249868	intergenic	.	.	.	intergenic	35249813	35249868	56
chr19	10256733	10256817	intergenic	.	.	.	intergenic	10256733	10256817	85
chr19	38652112	38653361	intergenic	.	.	.	intergenic	38652112	38653361	1250
chr14	24150062	24150138	intergenic	-	.	.	intergenic	24150062	24150138	77
chr5	145573309	145573462	intergenic	.	.	.	intergenic	145573309	145573462	154
chr8	94650348	94651406	intergenic	.	.	.	intergenic	94650348	94651406	1059
chr7	26371941	26371988	intergenic	.	.	.	intergenic	26371941	26371988	48
chr7	127579974	127582008	intergenic	+	.	.	intergenic	127579974	127582008	2035
chr10	78039766	78039942	intergenic	.	.	.	intergenic	78039766	78039942	177
chr2	27241995	27242701	intergenic	.	.	.	intergenic	27241995	27242701	707
chr2	127056305	127056333	intergenic	.	.	.	intergenic	127056305	127056333	29
chr2	135741888	135741983	intergenic	.	.	.	intergenic	135741888	135741983	96
chr19	3979617	3979817	intergenic	.	.	.	intergenic	3979617	3979817	201
chr19	48796468	48796506	intergenic	.	.	.	intergenic	48796468	48796506	39
chr14	49768374	49768408	intergenic	.	.	.	intergenic	49768374	49768408	35
chr7	19698335	19698403	intergenic	.	.	.	intergenic	19698335	19698403	69
chr7	44882867	44882967	intergenic	.	.	.	intergenic	44882867	44882967	101
chr7	49770948	49771030	intergenic	.	.	.	intergenic	49770948	49771030	83
chr15	74544346	74544438	intergenic	.	.	.	intergenic	74544346	74544438	93
chr11	61803489	61803641	intergenic	.	.	.	intergenic	61803489	61803641	153
chr5	31526539	31526614	intergenic	.	.	.	intergenic	31526539	31526614	76
chr17	6445175	6445311	intergenic	.	.	.	intergenic	6445175	6445311	137
chr17	6445238	6445311	intergenic	.	.	.	intergenic	6445238	6445311	74
chr17	7236128	7236304	intergenic	.	.	.	intergenic	7236128	7236304	177
chr17	47619063	47619158	intergenic	.	.	.	intergenic	47619063	47619158	96
