chr	start	end	cjc_1	cjc_2	ljc_1	ljc_2	adj_cjc_len	adj_ljc_len	pbsi1	pbsi2	delta_pbsi	P	FDR
chr11	65021821	65021940	0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	3818,2556,7885,1655,1498,4503,1037,58,5708,990,771,2393,210	3630,3569,2591,1699,888,2056,945,1972,5167,4405,514,4564,1078,1965	120	408	0.0,0.0,0.0,0.0,0.0022645530837884786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0001741963910606522	1.0	1.0
chr11	65855082	65855186	0,0,0,0,1,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	2618,4037,4741,4756,5761,3220,2483,136,3497,3149,2560,6093,805	3576,6850,6614,5691,1968,4004,2140,3144,2835,3326,2350,2743,3829,8012	105	393	0.0,0.0,0.0,0.0,0.0006492669726316791,0.0,0.0,0.0,0.0,0.0011871748862668507,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.00014126475837681	1.0	1.0
chrX	102127137	102127191	0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	598,8,1037,55,3,645,95,5,592,299,59,34,1105	102,6,26,15,55,18,166,2877,649,559,1077,642,2637,9	55	343	0.0,0.0,0.0,0.0,0.6751968503937007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0519382192610539	1.0	1.0
chr1	150694764	150694836	0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,2,0,0,0,0,0,0,0,0,0	533,328,482,242,209,581,167,13,579,225,133,202,21	512,71,228,176,144,189,177,66,652,471,22,476,64,206	73	361	0.0,0.0,0.0,0.0,0.02311435523114369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0642691828378138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0028126285915141087	1.0	1.0
chr1	160997741	160997860	0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,1,0	1228,464,2044,99,19,1683,277,17,1871,392,212,86,104	1735,61,228,45,583,83,242,23,2338,1438,45,1789,36,38	120	408	0.0,0.0,0.0,0.0,0.1517857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08629441624365475,0.0	0.00551193730127741	1.0	1.0
chr1	173865345	173865398	0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,4,0,0,0,0,0,0	263,296,351,182,184,169,101,18,381,294,142,132,15	401,10,132,107,195,67,149,39,217,174,44,182,37,222	54	342	0.0,0.0,0.0,0.0,0.03327495621716281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3937823834196891,0.0,0.0,0.0,0.0,0.0,0.0	-0.025567701084701532	1.0	1.0
chr5	150449600	150449643	0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	2849,3040,3295,1067,1575,4021,59,8,4348,175,45,1372,28	5850,1252,1179,734,66,741,69,126,2445,4183,47,2168,89,1836	44	332	0.0,0.0,0.0,0.0,0.0047679227941176405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.00036676329185520313	1.0	1.0
chr13	55412373	55412445	0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,0,3,0,0,3,0,0,1,0,0,0,0	1,0,0,0,0,0,0,0,9,6,0,4,0,0	73	361	0.0,nan,0.0,nan,1.0,0.0,nan,nan,0.0,nan,nan,nan,nan	0.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,nan,nan	0.2	0.21128676114336142	1.0
chr15	68184206	68184420	0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	12,12,11,25,25,15,17,4,16,35,35,36,4	10,5,31,31,24,12,34,7,10,13,9,12,7,24	215	503	0.0,0.0,0.0,0.0,0.08557332425995234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.006582563404611719	1.0	1.0
chr7	4759133	4759213	0,0,0,0,0,1,0,0,0,0,0,0,0	1,0,1,0,0,0,0,0,0,0,0,0,0,0	25,146,81,211,152,27,192,11,31,180,146,140,9	23,287,149,216,180,131,158,17,29,45,13,55,17,159	81	369	0.0,0.0,0.0,0.0,0.0,0.14436619718309862,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.16532258064516137,0.0,0.02966714905933432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0028227457450278205	1.0	1.0
chr7	5067648	5067718	0,0,0,0,0,4,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,1,0,0,0,0	101,94,92,127,95,113,105,6,98,101,109,82,31	162,16,92,105,94,46,102,67,131,77,60,83,67,110	71	359	0.0,0.0,0.0,0.0,0.0,0.1518130880642774,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.2401337792642141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06162032269138351,0.0,0.0,0.0,0.0	-0.009875934574301568	1.0	1.0
chr7	24710222	24710359	0,0,0,0,0,2,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0,0,0,0,0,0	16,28,22,84,47,29,29,3,34,28,21,48,12	33,47,81,35,36,61,25,23,21,15,23,19,28,64	138	426	0.0,0.0,0.0,0.0,0.0,0.1755253399258343,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0367114788004137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.01087970073932034	1.0	1.0
chr7	102465814	102465891	0,0,0,0,0,1,0,0,1,0,0,0,0	1,1,0,0,0,0,0,0,0,0,0,0,0,0	194,367,419,338,411,271,33,0,417,39,69,448,2	304,867,570,436,31,365,48,31,315,265,22,235,15,535	78	366	0.0,0.0,0.0,0.0,0.0,0.01702008928571419,0.0,nan,0.011127325793505949,0.0,0.0,0.0,0.0	0.015200598056316905,0.005382986233674503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.000875361902554673	1.0	1.0
chr12	69258628	69258768	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	2104,2195,2999,1943,2100,2339,421,6,3239,384,480,2592,41	3244,2426,2698,2656,297,2382,357,241,2484,2533,159,2475,178,2203	141	429	0.0,0.0,0.0,0.0,0.0,0.001299102438315325,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	9.993095679348654e-05	1.0	1.0
chr12	69817967	69818021	0,0,0,0,0,2,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	33,19,55,24,27,46,113,3,37,21,66,40,42	41,16,46,36,25,48,55,163,31,30,56,19,85,41	55	343	0.0,0.0,0.0,0.0,0.0,0.2133084577114427,0.0,0.0,0.0,0.2289719626168224,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.03402157079448193	1.0	1.0
chr11	65021835	65021940	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,0,0,0	3941,2655,8191,1693,1589,4704,1073,56,5998,992,777,2461,221	3813,3682,2699,1784,883,2139,939,2059,5363,4618,536,4780,1147,2019	106	394	0.0,0.0,0.0,0.0,0.0,0.0007895506775306149,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.004191846114563025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.00023868291210928962	1.0	1.0
chr11	67283866	67284240	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	890,985,1414,939,1185,1103,616,29,1101,828,721,1418,50	851,1260,1087,1204,570,883,762,555,1085,845,139,867,420,1099	288	576	0.0,0.0,0.0,0.0,0.0,0.0018099547511313263,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.00013922728854856356	1.0	1.0
chr11	69652308	69652367	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	970,1975,923,3735,4495,903,1180,53,1026,642,2333,4202,33	1364,2076,6753,2889,1011,3164,1042,66,898,554,53,685,84,5107	60	348	0.0,0.0,0.0,0.0,0.0,0.006382042253521125,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0004909263271939327	1.0	1.0
chr11	75571881	75572038	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	9216,8612,16698,28617,13145,11711,5289,436,13537,6251,2816,10683,137	7795,14917,11308,7516,6984,7871,4470,57,7674,5725,258,7411,44,12921	158	446	0.0,0.0,0.0,0.0,0.0,0.00024097895810637482,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	1.8536842931259603e-05	1.0	1.0
chr11	116863947	116864047	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0	4,5,8,6,7,2,15,0,12,12,15,10,2	11,2,1,6,5,4,12,8,3,3,6,5,18,11	101	389	0.0,0.0,0.0,0.0,0.0,0.6582064297800339,0.0,nan,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39095477386934674,0.0,0.0,0.0	0.026925194824335197	1.0	1.0
chr2	26940046	26940127	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	54,571,177,556,2073,98,701,17,116,450,691,2967,23	71,3595,2598,2202,280,2085,654,116,59,88,296,38,54,1330	82	370	0.0,0.0,0.0,0.0,0.0,0.04401617891981924,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.003385859916909172	1.0	1.0
chr17	28859072	28860544	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	1104,1446,1751,1297,1295,1642,336,10,1511,350,309,1568,63	1850,1442,1463,1153,224,1096,302,407,1382,1643,182,1143,340,1482	288	576	0.0,0.0,0.0,0.0,0.0,0.0012165450121655041,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	9.358038555119262e-05	1.0	1.0
chr1	39333952	39334050	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,2,0,2,6,5,12,1,3,2,9,2,38	0,0,4,5,5,1,6,20,0,0,39,4,25,5	99	387	0.0,0.0,nan,0.0,0.0,0.4387755102040817,0.0,0.0,0.0,0.0,0.0,0.0,0.0	nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0	0.03656462585034014	0.3391545229481746	1.0
chr1	75521850	75521927	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,3,0,1,0,0,0,0,5,2	1,2,0,1,0,0,1,9,0,0,8,0,5,2	78	366	nan,nan,0.0,nan,0.0,1.0,0.0,nan,nan,nan,nan,0.0,0.0	0.0,0.0,nan,0.0,nan,nan,0.0,0.0,nan,nan,0.0,nan,0.0,0.0	0.16666666666666666	0.30894848247571216	1.0
chr1	193181215	193181305	0,0,0,0,0,2,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,58,1,851,153,1,61,0,0,21,38,5,11	0,25,47,93,24,41,22,342,1,0,75,0,158,160	91	379	nan,0.0,0.0,0.0,0.0,0.8928150765606596,0.0,nan,nan,0.0,0.0,0.0,0.0	nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,0.0	0.08928150765606596	1.0	1.0
chr3	122924657	122924715	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,2,0,0,1,0,0,3,1,0,1,0	2,0,2,2,0,2,0,0,0,2,0,0,0,0	59	347	nan,nan,0.0,nan,nan,0.854679802955665,nan,nan,0.0,0.0,nan,0.0,nan	0.0,nan,0.0,0.0,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,nan	0.170935960591133	0.4396862647306661	1.0
chr5	116189439	116190059	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,1,2,0,0,1,1,1,5,0,0,0	3,1,1,0,1,2,1,5,0,0,1,2,2,0	288	576	0.0,nan,0.0,0.0,nan,1.0,0.0,0.0,0.0,0.0,nan,nan,nan	0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,nan	0.125	0.44639943871507914	1.0
chrX	150987795	150987838	0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	719,388,818,281,579,575,108,5,789,56,172,667,15	792,254,675,569,49,540,76,45,1394,683,76,608,39,435	44	332	0.0,0.0,0.0,0.0,0.0,0.0,0.06530291109362696,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.00502330085335592	1.0	1.0
chr19	12613562	12614245	0,0,0,0,0,0,1,1,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0	2,0,2,1,0,0,0,0,1,1,0,0,0	0,0,0,0,1,0,1,1,0,0,0,0,0,1	288	576	0.0,nan,0.0,0.0,nan,nan,1.0,1.0,0.0,0.0,nan,nan,nan	nan,nan,nan,nan,0.0,nan,0.0,0.6666666666666667,nan,nan,nan,nan,nan,0.0	0.11904761904761901	0.9390483745665105	1.0
chr5	34907247	34907297	0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	136,257,158,199,261,214,95,0,158,130,101,218,9	257,69,286,234,76,173,114,66,152,166,30,149,100,273	51	339	0.0,0.0,0.0,0.0,0.0,0.0,0.06539351851851849,nan,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.005449459876543207	1.0	1.0
chr13	73691582	73691680	0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	19,22,12,79,97,15,99,4,23,51,134,67,7	13,7,64,103,60,41,82,18,23,15,18,16,14,63	99	387	0.0,0.0,0.0,0.0,0.0,0.0,0.03798586572438167,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0029219896711062824	1.0	1.0
chr11	6403365	6403515	0,0,0,0,0,0,1,0,0,0,0,0,0	1,0,0,0,0,1,0,0,0,0,0,1,0,0	263,433,555,811,683,459,706,22,475,692,721,889,134	284,1152,1173,920,456,908,587,1555,400,272,360,284,1024,853	151	439	0.0,0.0,0.0,0.0,0.0,0.0,0.004101078985473405,0.0,0.0,0.0,0.0,0.0,0.0	0.010133185605798345,0.0,0.0,0.0,0.0,0.003191636313405466,0.0,0.0,0.0,0.0,0.0,0.010133185605798345,0.0,0.0	-0.0013601043518043977	1.0	1.0
chr11	65855072	65855186	0,0,0,0,0,0,2,0,0,0,0,0,0	1,1,0,0,0,0,1,0,0,0,0,0,0,0	2696,4192,4917,4932,5961,3358,2645,142,3599,3389,2709,6259,846	3722,7093,6941,5958,2073,4185,2288,3299,2935,3482,2455,2828,4080,8322	115	403	0.0,0.0,0.0,0.0,0.0,0.0,0.0026427875834887926,0.0,0.0,0.0,0.0,0.0,0.0	0.0009406371591357265,0.0004938132430173381,0.0,0.0,0.0,0.0,0.0015292782793153714,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-8.403553243113032e-06	1.0	1.0
chr11	65855070	65855186	0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	2702,4201,4931,4942,5973,3367,2644,144,3610,3398,2714,6272,852	3726,7107,6975,5993,2083,4198,2294,3313,2946,3488,2452,2835,4090,8341	117	405	0.0,0.0,0.0,0.0,0.0,0.0,0.001307493389894554,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.00010057641460727338	1.0	1.0
chr11	102398463	102398573	0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	952,1812,958,1667,1598,1039,1311,45,1085,1713,1299,1409,55	834,178,2050,1285,1189,1328,960,107,1286,574,197,859,63,1682	111	399	0.0,0.0,0.0,0.0,0.0,0.0,0.0027343749999999556,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.00021033653846153506	1.0	1.0
chr2	167646910	167646967	0,0,0,0,0,0,2,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,1,0	3,0,1,0,0,0,0,0,4,0,0,1,0	1,0,0,1,0,0,0,0,0,0,1,0,2,0	58	346	0.0,nan,0.0,nan,nan,nan,1.0,nan,0.0,nan,nan,0.0,nan	0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,0.748917748917749,nan	0.012770562770562766	0.2662763508704249	1.0
chr2	173112139	173112243	0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,1,0,6,0,0,0,0,2,0,1,1	0,0,0,1,1,1,0,1,0,0,0,0,1,1	105	393	0.0,nan,0.0,nan,0.0,nan,1.0,nan,nan,0.0,nan,0.0,0.0	nan,nan,nan,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,0.0,0.0	0.14285714285714285	0.3203482254785457	1.0
chr12	55716123	55716961	0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	1704,2230,2081,2372,2519,2650,501,24,2101,326,403,3456,368	2327,4209,3750,2976,364,2784,501,1665,1997,2037,843,1814,1456,3406	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.003976143141153021,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.00030585716470407854	1.0	1.0
chr6	47920750	47925274	0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,1,0,0,0,0,0,1	0,0,0,0,1,0,1,0,0,0,4,0,2,2	288	576	nan,nan,nan,nan,0.0,nan,0.6666666666666667,nan,nan,nan,nan,nan,0.0	nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,0.0,nan,0.0,0.0	0.22222222222222224	0.20666270761319783	1.0
chr1	156669209	156669370	0,0,0,0,0,0,2,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	488,1076,1419,2133,4285,757,546,15,924,358,1078,4620,142	712,5897,6066,4673,339,3730,625,71,731,686,336,532,48,4071	162	450	0.0,0.0,0.0,0.0,0.0,0.0,0.010072522159548791,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0007748093968883685	1.0	1.0
chr17	7236128	7236167	0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	1154,1277,1718,2716,1734,1480,267,6,1669,180,327,1852,105	1981,1560,1957,1728,184,1318,231,284,1336,1307,187,1162,240,1938	40	328	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5774647887323944,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.044420368364030335	1.0	1.0
chr17	35844571	35844792	0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	247,666,969,251,491,377,1091,34,584,967,1156,832,229	365,502,359,554,969,292,1081,297,484,321,303,456,363,331	222	510	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06329113924050622,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.004868549172346632	1.0	1.0
chr17	46704782	46704832	0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	236,430,140,452,514,336,176,11,127,222,151,528,118	304,142,284,298,186,225,219,1203,135,183,126,101,871,421	51	339	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3766666666666667,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.028974358974358978	1.0	1.0
chr14	74736035	74737220	0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	637,679,920,668,674,1023,108,3,880,213,93,674,79	961,723,810,562,129,557,133,101,869,776,79,815,92,695	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.03076923076923077	1.0	1.0
chr2	26391967	26392036	0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	181,209,139,71,117,200,105,7,209,122,97,106,6	166,4,163,118,88,63,102,62,188,98,14,138,52,130	70	358	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4221698113207547,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.032474600870827285	1.0	1.0
chr12	8790867	8790917	0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	109,3,147,20,2,89,6,0,94,10,2,2,1	147,1,1,1,9,0,1,0,111,31,0,68,0,2	51	339	0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0	0.07692307692307693	1.0	1.0
chr5	112715381	112715518	0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,0,1,1,0,0,0,0,0,3,5	1,0,2,1,2,1,0,2,0,0,6,0,11,0	138	426	0.0,0.0,0.0,nan,0.0,0.0,nan,1.0,nan,nan,nan,0.0,0.0	0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,0.0,nan,0.0,nan	0.125	0.16528925907072056	1.0
chr15	44528328	44528460	0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	80,118,125,133,134,110,93,8,81,177,132,175,39	110,24,168,169,80,106,102,98,140,84,152,100,121,183	133	421	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2835016835016835,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.021807821807821808	1.0	1.0
chr15	74544346	74544477	0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	824,280,842,129,240,1175,32,1,863,77,63,348,3	1312,167,418,226,25,210,62,5,804,1156,15,677,9,278	132	420	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7608695652173914,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.05852842809364549	1.0	1.0
chr9	95476032	95476106	0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	9,4,7,7,33,8,33,0,9,19,49,53,1	17,45,40,82,23,33,41,6,7,2,18,13,4,16	75	363	0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.07692307692307693	1.0	1.0
chr7	19698344	19698403	0,0,0,0,0,0,0,1,0,0,2,0,0	0,0,0,0,0,0,1,0,0,0,0,0,0,0	224,274,249,350,271,223,68,6,246,190,65,270,388	497,34,346,215,62,152,68,165,236,280,132,210,173,406	60	348	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4915254237288136,0.0,0.0,0.15143603133159267,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.07859078590785906,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.04384494590133802	1.0	1.0
chr1	160997741	160997824	0,0,0,0,0,0,0,1,0,0,0,1,0	0,0,0,0,0,0,0,0,1,0,2,0,0,0	1562,603,2476,134,27,2124,342,21,2309,451,256,104,122	2348,64,256,62,751,111,288,24,2830,2042,54,2176,44,42	84	372	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1741573033707864,0.0,0.0,0.0,0.040843214756258295,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015624212489290246,0.0,0.14090909090909087,0.0,0.0,0.0	0.006361964811672347	1.0	1.0
chr10	42318486	42318591	0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,1,0,2,1,0,0,0	0,0,1,4,2,0,1,12,0,0,23,0,14,2	106	394	nan,nan,nan,nan,0.0,nan,0.0,nan,0.6501650165016502,0.0,nan,nan,nan	nan,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,0.0,nan,0.0,0.0	0.16254125412541254	0.0014733206017413236	0.29122637227753495
