chr	start	end	type	strand	gene_id	gene_name	subtype	exon_start	exon_end	len
chr18	34613845	34614447	intergenic	.	.	.	intergenic	34613845	34614447	603
chr18	34627015	34627318	intergenic	.	.	.	intergenic	34627015	34627318	304
chr18	36007626	36008170	intergenic	.	.	.	intergenic	36007626	36008170	545
chr18	57363466	57363751	intergenic	.	.	.	intergenic	57363466	57363751	286
chr18	58071432	58071792	intergenic	.	.	.	intergenic	58071432	58071792	361
chr18	58084148	58084576	intergenic	.	.	.	intergenic	58084148	58084576	429
chr18	63245202	63245570	intergenic	.	.	.	intergenic	63245202	63245570	369
chr18	74740626	74740902	intergenic	.	.	.	intergenic	74740626	74740902	277
chr19	3621942	3622509	intergenic	.	.	.	intergenic	3621942	3622509	568
chr19	4271836	4272569	intergenic	.	.	.	intergenic	4271836	4272569	734
chr19	4361186	4361537	intergenic	.	.	.	intergenic	4361186	4361537	352
chr19	11472528	11474310	intergenic	.	.	.	intergenic	11472528	11474310	1783
chr19	11617772	11618415	intergenic	-	.	.	intergenic	11617772	11618415	644
chr19	11618419	11618853	intergenic	.	.	.	intergenic	11618419	11618853	435
chr19	23358605	23359149	intergenic	.	.	.	intergenic	23358605	23359149	545
chr19	23358662	23359149	intergenic	.	.	.	intergenic	23358662	23359149	488
chr19	23718103	23718623	intergenic	.	.	.	intergenic	23718103	23718623	521
chr19	36569503	36570487	intergenic	.	.	.	intergenic	36569503	36570487	985
chr19	40009957	40011630	intergenic	+	.	.	intergenic	40009957	40011630	1674
chr19	40380968	40382520	intergenic	.	.	.	intergenic	40380968	40382520	1553
chr19	41982009	41988529	intergenic	.	.	.	intergenic	41982009	41988529	6521
chr19	44235977	44236247	intergenic	.	.	.	intergenic	44235977	44236247	271
chr19	47109774	47110073	intergenic	.	.	.	intergenic	47109774	47110073	300
chr19	55642984	55643427	intergenic	.	.	.	intergenic	55642984	55643427	444
chr19	57464426	57467453	intergenic	.	.	.	intergenic	57464426	57467453	3028
chr19	57472781	57473164	intergenic	.	.	.	intergenic	57472781	57473164	384
chr19	57753304	57754556	intergenic	.	.	.	intergenic	57753304	57754556	1253
chr19	58257356	58257727	intergenic	.	.	.	intergenic	58257356	58257727	372
chr12	4672834	4672978	intergenic	.	.	.	intergenic	4672834	4672978	145
chr12	8744744	8744834	intergenic	.	.	.	intergenic	8744744	8744834	91
chr12	16557629	16558408	intergenic	.	.	.	intergenic	16557629	16558408	780
chr12	16579614	16579881	intergenic	.	.	.	intergenic	16579614	16579881	268
chr12	31527911	31528618	intergenic	.	.	.	intergenic	31527911	31528618	708
chr12	51723049	51723317	intergenic	.	.	.	intergenic	51723049	51723317	269
chr12	54233753	54240439	intergenic	.	.	.	intergenic	54233753	54240439	6687
chr12	66568345	66568742	intergenic	.	.	.	intergenic	66568345	66568742	398
chr12	76056943	76057186	intergenic	.	.	.	intergenic	76056943	76057186	244
chr12	76355222	76355888	intergenic	-	.	.	intergenic	76355222	76355888	667
chr12	76355396	76355888	intergenic	.	.	.	intergenic	76355396	76355888	493
chr12	78866768	78867149	intergenic	.	.	.	intergenic	78866768	78867149	382
chr12	79212758	79212955	intergenic	.	.	.	intergenic	79212758	79212955	198
chr12	79279190	79280042	intergenic	.	.	.	intergenic	79279190	79280042	853
chr12	89354480	89355229	intergenic	.	.	.	intergenic	89354480	89355229	750
chr12	100331846	100332578	intergenic	.	.	.	intergenic	100331846	100332578	733
chr12	112044442	112044731	intergenic	.	.	.	intergenic	112044442	112044731	290
chr13	27247974	27249051	intergenic	.	.	.	intergenic	27247974	27249051	1078
chr13	37046986	37047356	intergenic	.	.	.	intergenic	37046986	37047356	371
chr13	45390044	45390366	intergenic	+	.	.	intergenic	45390044	45390366	323
chr13	56242913	56243781	intergenic	.	.	.	intergenic	56242913	56243781	869
chr13	56451280	56452234	intergenic	.	.	.	intergenic	56451280	56452234	955
chr13	56609781	56610096	intergenic	.	.	.	intergenic	56609781	56610096	316
chr13	66976812	66977728	intergenic	.	.	.	intergenic	66976812	66977728	917
chr13	67092908	67097792	intergenic	.	.	.	intergenic	67092908	67097792	4885
chr13	73688732	73689044	intergenic	.	.	.	intergenic	73688732	73689044	313
chr13	77135631	77136476	intergenic	.	.	.	intergenic	77135631	77136476	846
chr13	93711459	93711644	intergenic	.	.	.	intergenic	93711459	93711644	186
chr13	94057907	94058854	intergenic	.	.	.	intergenic	94057907	94058854	948
chr13	94359232	94359895	intergenic	.	.	.	intergenic	94359232	94359895	664
chr13	99344876	99345340	intergenic	.	.	.	intergenic	99344876	99345340	465
chr13	110902793	110903368	intergenic	.	.	.	intergenic	110902793	110903368	576
chr19	5697480	5697528	intergenic	.	.	.	intergenic	5697480	5697528	49
chr7	19698341	19698403	intergenic	.	.	.	intergenic	19698341	19698403	63
chr4	137521493	137521578	intergenic	.	.	.	intergenic	137521493	137521578	86
chr11	65855011	65855186	intergenic	.	.	.	intergenic	65855011	65855186	176
chr11	65855026	65855186	intergenic	.	.	.	intergenic	65855026	65855186	161
chr11	65855033	65855186	intergenic	.	.	.	intergenic	65855033	65855186	154
chr11	65855081	65855186	intergenic	-	.	.	intergenic	65855081	65855186	106
chr11	65855083	65855186	intergenic	.	.	.	intergenic	65855083	65855186	104
chr1	72274831	72274885	intergenic	.	.	.	intergenic	72274831	72274885	55
chr17	47141910	47142421	intergenic	.	.	.	intergenic	47141910	47142421	512
chr14	20458141	20458569	intergenic	.	.	.	intergenic	20458141	20458569	429
chr7	19698338	19698403	intergenic	.	.	.	intergenic	19698338	19698403	66
chr7	43637111	43637222	intergenic	.	.	.	intergenic	43637111	43637222	112
chr13	33255163	33255509	intergenic	.	.	.	intergenic	33255163	33255509	347
chr11	65854919	65855186	intergenic	.	.	.	intergenic	65854919	65855186	268
chr6	130188579	130188629	intergenic	.	.	.	intergenic	130188579	130188629	51
chr12	118079347	118082430	intergenic	.	.	.	intergenic	118079347	118082430	3084
chr19	48645848	48645907	intergenic	.	.	.	intergenic	48645848	48645907	60
chr2	158547795	158548679	intergenic	.	.	.	intergenic	158547795	158548679	885
chr12	77450277	77450899	intergenic	.	.	.	intergenic	77450277	77450899	623
chr7	44310297	44310492	intergenic	+	.	.	intergenic	44310297	44310492	196
chr7	139567438	139571643	intergenic	.	.	.	intergenic	139567438	139571643	4206
chr9	14761115	14761604	intergenic	.	.	.	intergenic	14761115	14761604	490
chr9	122892392	122892581	intergenic	.	.	.	intergenic	122892392	122892581	190
chr10	42567072	42567488	intergenic	.	.	.	intergenic	42567072	42567488	417
chr19	23259610	23259646	intergenic	.	.	.	intergenic	23259610	23259646	37
chr13	74052275	74052880	intergenic	.	.	.	intergenic	74052275	74052880	606
chr5	136993314	136993657	intergenic	.	.	.	intergenic	136993314	136993657	344
chr14	33040545	33041153	intergenic	.	.	.	intergenic	33040545	33041153	609
chr17	28661826	28661864	intergenic	.	.	.	intergenic	28661826	28661864	39
chr18	61690408	61691986	intergenic	.	.	.	intergenic	61690408	61691986	1579
chr19	56474255	56475308	intergenic	.	.	.	intergenic	56474255	56475308	1054
chr15	80884383	80884693	intergenic	.	.	.	intergenic	80884383	80884693	311
chr13	107738091	107738371	intergenic	.	.	.	intergenic	107738091	107738371	281
chr5	38479629	38480038	intergenic	.	.	.	intergenic	38479629	38480038	410
chr5	124747774	124747983	intergenic	.	.	.	intergenic	124747774	124747983	210
chr7	130519295	130519355	intergenic	.	.	.	intergenic	130519295	130519355	61
chr7	130536913	130536982	intergenic	.	.	.	intergenic	130536913	130536982	70
chr7	134292789	134293227	intergenic	.	.	.	intergenic	134292789	134293227	439
chr5	72203564	72209379	intergenic	.	.	.	intergenic	72203564	72209379	5816
chr16	15700738	15700928	intergenic	.	.	.	intergenic	15700738	15700928	191
chr16	15700738	15700944	intergenic	.	.	.	intergenic	15700738	15700944	207
chr11	65855082	65855186	intergenic	.	.	.	intergenic	65855082	65855186	105
chr3	69027899	69027991	intergenic	.	.	.	intergenic	69027899	69027991	93
chr7	4759133	4759213	intergenic	.	.	.	intergenic	4759133	4759213	81
chr7	19698336	19698403	intergenic	.	.	.	intergenic	19698336	19698403	68
chr17	7352578	7352621	intergenic	.	.	.	intergenic	7352578	7352621	44
chr17	57106287	57106825	intergenic	.	.	.	intergenic	57106287	57106825	539
chr3	129810052	129810525	intergenic	.	.	.	intergenic	129810052	129810525	474
chr11	6598220	6598268	intergenic	.	.	.	intergenic	6598220	6598268	49
chr11	59800828	59801042	intergenic	.	.	.	intergenic	59800828	59801042	215
chr11	65855086	65855186	intergenic	.	.	.	intergenic	65855086	65855186	101
chr2	101733823	101734604	intergenic	.	.	.	intergenic	101733823	101734604	782
chr9	78470792	78470843	intergenic	.	.	.	intergenic	78470792	78470843	52
chr9	97482881	97482938	intergenic	.	.	.	intergenic	97482881	97482938	58
chr9	108960312	108960453	intergenic	.	.	.	intergenic	108960312	108960453	142
chr5	140706097	140706147	intergenic	.	.	.	intergenic	140706097	140706147	51
chr5	143227018	143227055	intergenic	.	.	.	intergenic	143227018	143227055	38
chrX	101413062	101413111	intergenic	.	.	.	intergenic	101413062	101413111	50
chr7	19698344	19698403	intergenic	.	.	.	intergenic	19698344	19698403	60
chr7	19698337	19698403	intergenic	.	.	.	intergenic	19698337	19698403	67
chr7	100093336	100093371	intergenic	.	.	.	intergenic	100093336	100093371	36
chr3	152451399	152451459	intergenic	.	.	.	intergenic	152451399	152451459	61
chr11	65855072	65855186	intergenic	.	.	.	intergenic	65855072	65855186	115
chr11	69651724	69651769	intergenic	.	.	.	intergenic	69651724	69651769	46
chr2	25233823	25234179	intergenic	.	.	.	intergenic	25233823	25234179	357
chr18	12986398	12986983	intergenic	.	.	.	intergenic	12986398	12986983	586
chrX	103609214	103609303	intergenic	.	.	.	intergenic	103609214	103609303	90
chr1	160997741	160997822	intergenic	.	.	.	intergenic	160997741	160997822	82
chr12	55716116	55716961	intergenic	.	.	.	intergenic	55716116	55716961	846
chr16	4696537	4696585	intergenic	.	.	.	intergenic	4696537	4696585	49
chr5	74627776	74628119	intergenic	.	.	.	intergenic	74627776	74628119	344
chr5	88665440	88665756	intergenic	.	.	.	intergenic	88665440	88665756	317
chr5	103550315	103550411	intergenic	.	.	.	intergenic	103550315	103550411	97
chr5	138184011	138184331	intergenic	.	.	.	intergenic	138184011	138184331	321
chr19	39539031	39539082	intergenic	.	.	.	intergenic	39539031	39539082	52
chr15	89302385	89302451	intergenic	.	.	.	intergenic	89302385	89302451	67
chr7	3412208	3412772	intergenic	.	.	.	intergenic	3412208	3412772	565
chr7	26374066	26375246	intergenic	.	.	.	intergenic	26374066	26375246	1181
chr9	95476032	95476106	intergenic	.	.	.	intergenic	95476032	95476106	75
chr9	124353430	124353466	intergenic	.	.	.	intergenic	124353430	124353466	37
chr3	101594136	101594202	intergenic	.	.	.	intergenic	101594136	101594202	67
chr5	127281397	127281537	intergenic	.	.	.	intergenic	127281397	127281537	141
chr13	110901357	110903368	intergenic	.	.	.	intergenic	110901357	110903368	2012
chr19	6414042	6414175	intergenic	.	.	.	intergenic	6414042	6414175	134
chr19	7682660	7682758	intergenic	.	.	.	intergenic	7682660	7682758	99
chr15	74544346	74544417	intergenic	.	.	.	intergenic	74544346	74544417	72
chr15	64701605	64701990	intergenic	.	.	.	intergenic	64701605	64701990	386
chr13	63844687	63845053	intergenic	.	.	.	intergenic	63844687	63845053	367
chr13	100306627	100307026	intergenic	.	.	.	intergenic	100306627	100307026	400
chr8	15112067	15112583	intergenic	.	.	.	intergenic	15112067	15112583	517
chr8	104113103	104115611	intergenic	.	.	.	intergenic	104113103	104115611	2509
chr8	104113103	104113678	intergenic	.	.	.	intergenic	104113103	104113678	576
chr11	6403365	6403737	intergenic	.	.	.	intergenic	6403365	6403737	373
chr11	67173569	67174004	intergenic	.	.	.	intergenic	67173569	67174004	436
chr11	99317580	99318057	intergenic	.	.	.	intergenic	99317580	99318057	478
chr11	118502769	118503719	intergenic	.	.	.	intergenic	118502769	118503719	951
chr14	32967049	32967472	intergenic	.	.	.	intergenic	32967049	32967472	424
chr14	54614716	54616514	intergenic	.	.	.	intergenic	54614716	54616514	1799
chr5	34122265	34122605	intergenic	.	.	.	intergenic	34122265	34122605	341
chr5	134614340	134614888	intergenic	.	.	.	intergenic	134614340	134614888	549
chr17	57358757	57360544	intergenic	.	.	.	intergenic	57358757	57360544	1788
chr7	4119781	4120198	intergenic	.	.	.	intergenic	4119781	4120198	418
chr7	27120016	27121123	intergenic	.	.	.	intergenic	27120016	27121123	1108
chr7	75049114	75049672	intergenic	.	.	.	intergenic	75049114	75049672	559
chr7	130538005	130538161	intergenic	.	.	.	intergenic	130538005	130538161	157
chr7	141237703	141239215	intergenic	.	.	.	intergenic	141237703	141239215	1513
chr2	50296903	50297074	intergenic	.	.	.	intergenic	50296903	50297074	172
chr2	165358586	165358970	intergenic	.	.	.	intergenic	165358586	165358970	385
chr2	167503602	167504590	intergenic	.	.	.	intergenic	167503602	167504590	989
chr9	89089973	89090592	intergenic	.	.	.	intergenic	89089973	89090592	620
chr9	109789735	109790529	intergenic	.	.	.	intergenic	109789735	109790529	795
chr3	64014385	64015325	intergenic	.	.	.	intergenic	64014385	64015325	941
chr3	129799295	129800337	intergenic	.	.	.	intergenic	129799295	129800337	1043
chr10	74985092	75025045	intergenic	-	.	.	intergenic	74985092	75025045	39954
chr10	87915350	87915922	intergenic	.	.	.	intergenic	87915350	87915922	573
chr12	100290425	100292191	intergenic	.	.	.	intergenic	100290425	100292191	1767
chr12	118034310	118036389	intergenic	.	.	.	intergenic	118034310	118036389	2080
chrX	74015972	74016547	intergenic	.	.	.	intergenic	74015972	74016547	576
chr6	15376827	15377295	intergenic	.	.	.	intergenic	15376827	15377295	469
chr6	71909240	71910514	intergenic	.	.	.	intergenic	71909240	71910514	1275
chr1	185281741	185281804	intergenic	.	.	.	intergenic	185281741	185281804	64
chr4	26340111	26340416	intergenic	.	.	.	intergenic	26340111	26340416	306
chr4	44678847	44679439	intergenic	.	.	.	intergenic	44678847	44679439	593
chr4	53012048	53012492	intergenic	.	.	.	intergenic	53012048	53012492	445
chr4	140927219	140927774	intergenic	.	.	.	intergenic	140927219	140927774	556
chr18	12985317	12985370	intergenic	+	.	.	intergenic	12985317	12985370	54
chr13	24905709	24905753	intergenic	.	.	.	intergenic	24905709	24905753	45
chr13	112882992	112883099	intergenic	.	.	.	intergenic	112882992	112883099	108
chr3	155987448	155987850	intergenic	.	.	.	intergenic	155987448	155987850	403
chr17	28362561	28362694	intergenic	.	.	.	intergenic	28362561	28362694	134
chr2	25231566	25231667	intergenic	.	.	.	intergenic	25231566	25231667	102
chr12	69258628	69258837	intergenic	.	.	.	intergenic	69258628	69258837	210
chr7	128659153	128659667	intergenic	.	.	.	intergenic	128659153	128659667	515
chr6	89654159	89654287	intergenic	.	.	.	intergenic	89654159	89654287	129
chr17	43295261	43295589	intergenic	.	.	.	intergenic	43295261	43295589	329
chr9	66919021	66919509	intergenic	.	.	.	intergenic	66919021	66919509	489
chr5	34167353	34167404	intergenic	-	.	.	intergenic	34167353	34167404	52
chr5	140677337	140677415	intergenic	.	.	.	intergenic	140677337	140677415	79
chr19	44235977	44236142	intergenic	.	.	.	intergenic	44235977	44236142	166
chr11	107320949	107321586	intergenic	.	.	.	intergenic	107320949	107321586	638
chr1	160997741	160997826	intergenic	.	.	.	intergenic	160997741	160997826	86
chr15	101708801	101708875	intergenic	.	.	.	intergenic	101708801	101708875	75
chr3	69027899	69027964	intergenic	.	.	.	intergenic	69027899	69027964	66
chr6	85610937	85610992	intergenic	.	.	.	intergenic	85610937	85610992	56
chr17	18256937	18256962	intergenic	.	.	.	intergenic	18256937	18256962	26
chr15	85138066	85138877	intergenic	.	.	.	intergenic	85138066	85138877	812
chr14	33383496	33383873	intergenic	-	.	.	intergenic	33383496	33383873	378
chr12	66511570	66511989	intergenic	.	.	.	intergenic	66511570	66511989	420
chr4	6434316	6435056	intergenic	.	.	.	intergenic	6434316	6435056	741
chr4	118160029	118160133	intergenic	-	.	.	intergenic	118160029	118160133	105
chr7	25120437	25120840	intergenic	.	.	.	intergenic	25120437	25120840	404
chr7	102073317	102074252	intergenic	.	.	.	intergenic	102073317	102074252	936
chr2	167503602	167503944	intergenic	.	.	.	intergenic	167503602	167503944	343
chr13	66998446	66998549	intergenic	.	.	.	intergenic	66998446	66998549	104
chr13	100651718	100652862	intergenic	.	.	.	intergenic	100651718	100652862	1145
chr1	36202584	36202778	intergenic	.	.	.	intergenic	36202584	36202778	195
chr1	173679037	173679661	intergenic	.	.	.	intergenic	173679037	173679661	625
chr16	3975819	3976328	intergenic	.	.	.	intergenic	3975819	3976328	510
chr6	38020984	38021548	intergenic	.	.	.	intergenic	38020984	38021548	565
chrX	75759555	75760231	intergenic	.	.	.	intergenic	75759555	75760231	677
chr11	34080221	34080572	intergenic	.	.	.	intergenic	34080221	34080572	352
chr11	106679804	106681031	intergenic	.	.	.	intergenic	106679804	106681031	1228
chr11	118505256	118505622	intergenic	.	.	.	intergenic	118505256	118505622	367
chr19	37598678	37599092	intergenic	.	.	.	intergenic	37598678	37599092	415
chr15	59347692	59348384	intergenic	.	.	.	intergenic	59347692	59348384	693
chr13	67105975	67107567	intergenic	.	.	.	intergenic	67105975	67107567	1593
chr11	32600872	32601667	intergenic	.	.	.	intergenic	32600872	32601667	796
chr11	65855138	65855186	intergenic	.	.	.	intergenic	65855138	65855186	49
chr2	69880664	69880766	intergenic	.	.	.	intergenic	69880664	69880766	103
chr16	18418433	18424303	intergenic	.	.	.	intergenic	18418433	18424303	5871
chr1	160997741	160997824	intergenic	.	.	.	intergenic	160997741	160997824	84
chr5	38479770	38480038	intergenic	.	.	.	intergenic	38479770	38480038	269
chr7	130519310	130519355	intergenic	.	.	.	intergenic	130519310	130519355	46
chr14	20343081	20343255	intergenic	.	.	.	intergenic	20343081	20343255	175
chr4	108612221	108612795	intergenic	.	.	.	intergenic	108612221	108612795	575
chr13	66974558	66976061	intergenic	.	.	.	intergenic	66974558	66976061	1504
chr13	98260123	98260798	intergenic	.	.	.	intergenic	98260123	98260798	676
chr8	84602040	84602623	intergenic	.	.	.	intergenic	84602040	84602623	584
chr8	88311148	88312110	intergenic	.	.	.	intergenic	88311148	88312110	963
chr14	66727832	66728527	intergenic	.	.	.	intergenic	66727832	66728527	696
chr3	79419420	79420564	intergenic	.	.	.	intergenic	79419420	79420564	1145
chr3	89216888	89217503	intergenic	.	.	.	intergenic	89216888	89217503	616
chr9	106958203	106958406	intergenic	.	.	.	intergenic	106958203	106958406	204
chr2	29790560	29790755	intergenic	.	.	.	intergenic	29790560	29790755	196
chr2	71438813	71440220	intergenic	.	.	.	intergenic	71438813	71440220	1408
chr2	104445836	104446511	intergenic	.	.	.	intergenic	104445836	104446511	676
chr7	120388271	120388636	intergenic	-	.	.	intergenic	120388271	120388636	366
chr7	141237703	141238474	intergenic	.	.	.	intergenic	141237703	141238474	772
chr15	77477132	77477993	intergenic	.	.	.	intergenic	77477132	77477993	862
chr16	87476888	87477220	intergenic	.	.	.	intergenic	87476888	87477220	333
chr14	52002463	52002692	intergenic	.	.	.	intergenic	52002463	52002692	230
chr14	55633286	55633333	intergenic	-	.	.	intergenic	55633286	55633333	48
chr14	77506239	77506778	intergenic	.	.	.	intergenic	77506239	77506778	540
chr3	69027899	69028294	intergenic	.	.	.	intergenic	69027899	69028294	396
chr19	10644264	10644518	intergenic	.	.	.	intergenic	10644264	10644518	255
chr19	36887172	36887213	intergenic	.	.	.	intergenic	36887172	36887213	42
chr11	65855140	65855186	intergenic	-	.	.	intergenic	65855140	65855186	47
chr11	70435573	70435692	intergenic	.	.	.	intergenic	70435573	70435692	120
chr11	118482032	118482489	intergenic	.	.	.	intergenic	118482032	118482489	458
chr8	25861191	25861338	intergenic	.	.	.	intergenic	25861191	25861338	148
chr7	4768388	4770240	intergenic	.	.	.	intergenic	4768388	4770240	1853
chr9	100497154	100497257	intergenic	.	.	.	intergenic	100497154	100497257	104
chr9	107331409	107331444	intergenic	.	.	.	intergenic	107331409	107331444	36
chr13	110903528	110903614	intergenic	.	.	.	intergenic	110903528	110903614	87
chr2	25738070	25738153	intergenic	.	.	.	intergenic	25738070	25738153	84
chr2	178395792	178395837	intergenic	.	.	.	intergenic	178395792	178395837	46
chr15	57262092	57263272	intergenic	.	.	.	intergenic	57262092	57263272	1181
chr15	99670895	99671087	intergenic	.	.	.	intergenic	99670895	99671087	193
chr11	78217647	78217840	intergenic	.	.	.	intergenic	78217647	78217840	194
chr11	85705906	85706194	intergenic	.	.	.	intergenic	85705906	85706194	289
chr6	72304689	72304940	intergenic	.	.	.	intergenic	72304689	72304940	252
chr6	130052896	130052964	intergenic	.	.	.	intergenic	130052896	130052964	69
chr2	26949429	26949511	intergenic	.	.	.	intergenic	26949429	26949511	83
chr7	26371935	26371988	intergenic	.	.	.	intergenic	26371935	26371988	54
chr1	65265927	65266642	intergenic	.	.	.	intergenic	65265927	65266642	716
chr1	150446242	150446380	intergenic	.	.	.	intergenic	150446242	150446380	139
chr9	69428575	69428736	intergenic	.	.	.	intergenic	69428575	69428736	162
chr10	63386776	63386829	intergenic	.	.	.	intergenic	63386776	63386829	54
chr3	9787033	9787261	intergenic	.	.	.	intergenic	9787033	9787261	229
chr19	37698516	37698617	intergenic	.	.	.	intergenic	37698516	37698617	102
chr19	56383976	56384058	intergenic	.	.	.	intergenic	56383976	56384058	83
chr12	53010623	53011216	intergenic	.	.	.	intergenic	53010623	53011216	594
chr5	34716330	34717134	intergenic	.	.	.	intergenic	34716330	34717134	805
chr5	134601926	134602560	intergenic	.	.	.	intergenic	134601926	134602560	635
chr1	119936050	119936090	intergenic	.	.	.	intergenic	119936050	119936090	41
chr2	167646910	167646967	intergenic	.	.	.	intergenic	167646910	167646967	58
chr15	44581958	44582030	intergenic	.	.	.	intergenic	44581958	44582030	73
chr15	48142948	48151560	intergenic	.	.	.	intergenic	48142948	48151560	8613
chr15	90984045	90984733	intergenic	-	.	.	intergenic	90984045	90984733	689
chr17	17383375	17383930	intergenic	.	.	.	intergenic	17383375	17383930	556
chr17	28603385	28603437	intergenic	.	.	.	intergenic	28603385	28603437	53
chr17	67075312	67075588	intergenic	.	.	.	intergenic	67075312	67075588	277
chr9	85842593	85842659	intergenic	.	.	.	intergenic	85842593	85842659	67
chr9	110171068	110171132	intergenic	.	.	.	intergenic	110171068	110171132	65
chr9	124353430	124353464	intergenic	.	.	.	intergenic	124353430	124353464	35
chr19	44191150	44191420	intergenic	.	.	.	intergenic	44191150	44191420	271
chr19	44235977	44236060	intergenic	.	.	.	intergenic	44235977	44236060	84
chr19	46700796	46701109	intergenic	.	.	.	intergenic	46700796	46701109	314
chr1	11951057	11951284	intergenic	.	.	.	intergenic	11951057	11951284	228
chr1	43129230	43131651	intergenic	.	.	.	intergenic	43129230	43131651	2422
chr1	72274826	72274885	intergenic	.	.	.	intergenic	72274826	72274885	60
chr7	44883227	44884118	intergenic	.	.	.	intergenic	44883227	44884118	892
chr7	122120560	122121053	intergenic	.	.	.	intergenic	122120560	122121053	494
chr7	141655248	141655308	intergenic	.	.	.	intergenic	141655248	141655308	61
chr2	27241163	27241385	intergenic	.	.	.	intergenic	27241163	27241385	223
chr2	112646633	112646918	intergenic	.	.	.	intergenic	112646633	112646918	286
chr2	118823787	118825193	intergenic	.	.	.	intergenic	118823787	118825193	1407
chr10	77033348	77033420	intergenic	.	.	.	intergenic	77033348	77033420	73
chr18	36962786	36964722	intergenic	.	.	.	intergenic	36962786	36964722	1937
chrX	73823146	73824281	intergenic	.	.	.	intergenic	73823146	73824281	1136
chrX	73823154	73824281	intergenic	.	.	.	intergenic	73823154	73824281	1128
chr16	15700738	15700935	intergenic	.	.	.	intergenic	15700738	15700935	198
chr16	21976170	21976232	intergenic	.	.	.	intergenic	21976170	21976232	63
chr5	134156974	134157590	intergenic	.	.	.	intergenic	134156974	134157590	617
chr5	138163245	138163303	intergenic	.	.	.	intergenic	138163245	138163303	59
chr5	138165832	138165909	intergenic	.	.	.	intergenic	138165832	138165909	78
chr3	122565945	122568752	intergenic	.	.	.	intergenic	122565945	122568752	2808
chr4	48422150	48422854	intergenic	+	.	.	intergenic	48422150	48422854	705
chr11	65855154	65855186	intergenic	.	.	.	intergenic	65855154	65855186	33
chr11	103052325	103053100	intergenic	.	.	.	intergenic	103052325	103053100	776
chrX	150987205	150987838	intergenic	.	.	.	intergenic	150987205	150987838	634
chr9	95989007	95990081	intergenic	.	.	.	intergenic	95989007	95990081	1075
chr3	122426755	122433745	intergenic	.	.	.	intergenic	122426755	122433745	6991
chr12	31282760	31282821	intergenic	.	.	.	intergenic	31282760	31282821	62
chr12	69817967	69818021	intergenic	.	.	.	intergenic	69817967	69818021	55
chr7	83961460	83961542	intergenic	.	.	.	intergenic	83961460	83961542	83
chr1	153802175	153802235	intergenic	.	.	.	intergenic	153802175	153802235	61
chr11	65855137	65855186	intergenic	.	.	.	intergenic	65855137	65855186	50
chr11	67252701	67252772	intergenic	.	.	.	intergenic	67252701	67252772	72
chr17	47650024	47650091	intergenic	.	.	.	intergenic	47650024	47650091	68
chr5	149494561	149494607	intergenic	.	.	.	intergenic	149494561	149494607	47
chr9	121766583	121766673	intergenic	.	.	.	intergenic	121766583	121766673	91
chr6	117907209	117907476	intergenic	.	.	.	intergenic	117907209	117907476	268
chr1	119607947	119607986	intergenic	.	.	.	intergenic	119607947	119607986	40
chr16	49702017	49703028	intergenic	.	.	.	intergenic	49702017	49703028	1012
chr7	90358285	90358946	intergenic	.	.	.	intergenic	90358285	90358946	662
chr7	120435953	120436436	intergenic	.	.	.	intergenic	120435953	120436436	484
chr14	56614766	56615848	intergenic	.	.	.	intergenic	56614766	56615848	1083
chr15	100580547	100580809	intergenic	.	.	.	intergenic	100580547	100580809	263
chr12	69258107	69258520	intergenic	.	.	.	intergenic	69258107	69258520	414
chr12	76042137	76042638	intergenic	.	.	.	intergenic	76042137	76042638	502
chr2	181013924	181014533	intergenic	.	.	.	intergenic	181013924	181014533	610
chr18	10556028	10556663	intergenic	.	.	.	intergenic	10556028	10556663	636
chr6	30643629	30644443	intergenic	.	.	.	intergenic	30643629	30644443	815
chr6	118476686	118477306	intergenic	.	.	.	intergenic	118476686	118477306	621
chr10	106913741	106913942	intergenic	.	.	.	intergenic	106913741	106913942	202
chr7	26313697	26314479	intergenic	.	.	.	intergenic	26313697	26314479	783
chr7	120354592	120354767	intergenic	.	.	.	intergenic	120354592	120354767	176
chr19	4793784	4793826	intergenic	.	.	.	intergenic	4793784	4793826	43
chr8	79665144	79665788	intergenic	.	.	.	intergenic	79665144	79665788	645
chr12	4700427	4700826	intergenic	.	.	.	intergenic	4700427	4700826	400
chr3	101594954	101594997	intergenic	.	.	.	intergenic	101594954	101594997	44
chr11	86345718	86345859	intergenic	-	.	.	intergenic	86345718	86345859	142
chr1	66649040	66649265	intergenic	.	.	.	intergenic	66649040	66649265	226
chr1	150576658	150577271	intergenic	-	.	.	intergenic	150576658	150577271	614
chr16	21976173	21976232	intergenic	.	.	.	intergenic	21976173	21976232	60
chr17	7236128	7236179	intergenic	.	.	.	intergenic	7236128	7236179	52
chr17	35119715	35119753	intergenic	.	.	.	intergenic	35119715	35119753	39
chrX	102127137	102127190	intergenic	.	.	.	intergenic	102127137	102127190	54
chr19	4792904	4793815	intergenic	.	.	.	intergenic	4792904	4793815	912
chr19	37951247	37951426	intergenic	.	.	.	intergenic	37951247	37951426	180
chr19	57753304	57753901	intergenic	.	.	.	intergenic	57753304	57753901	598
chr3	89209864	89210106	intergenic	.	.	.	intergenic	89209864	89210106	243
chr13	73691582	73691680	intergenic	-	.	.	intergenic	73691582	73691680	99
chr7	45011701	45012122	intergenic	.	.	.	intergenic	45011701	45012122	422
