chr	start	end
chr1	155861249	155861647
chr1	156671927	156673529
chr7	3885463	3886743
chr7	7566396	7566589
chr7	102450076	102450147
chr7	107506619	107506867
chr7	130518700	130519355
chr11	66121295	66121825
chr11	85704657	85704731
chr11	86344112	86345859
chr3	108663632	108666089
chr3	122426755	122427096
chr3	142803447	142803553
chr2	25233916	25234179
chr2	144489115	144490112
chr10	79248009	79250872
chr10	128115086	128115991
chr6	32163313	32163399
chr14	21092442	21092609
chr14	30682857	30683931
chr15	58889495	58890447
chr17	7352571	7352621
chr17	17383375	17383650
chr12	118082128	118082430
chr5	138165861	138165909
chr2	25230706	25230772
chr15	98908813	98908848
chr19	39995889	39996722
chr16	20734402	20734463
chr13	19651789	19652186
chr13	38058742	38059341
chr13	100177848	100178246
chr17	31273050	31273316
chr17	32208231	32211166
chr10	31345977	31346610
chr10	34591971	34592986
chr10	60364309	60365198
chr10	60420686	60421045
chr9	9237920	9238625
chr9	106951674	106952311
chr7	4767749	4770240
chr7	78711777	78712218
chr7	120409767	120410236
chr4	113534486	113535697
chr5	88665113	88665756
chr5	107569031	107570129
chr5	140881504	140882001
chr5	144207293	144207393
chr5	149188474	149188719
chr12	76025689	76026066
chr19	23378224	23378662
chr19	37598678	37599036
chr19	42286776	42287172
chr19	47109774	47110034
chr11	6625297	6625964
chr11	66154944	66155416
chr11	106680418	106681031
chr11	118502840	118503719
chr11	120471604	120472209
chr11	121039126	121039292
chr14	35026951	35027434
chr14	41001923	41002435
chr2	25846513	25846717
chr2	76871895	76872680
chr2	77279257	77280554
chr2	77279343	77280554
chr2	91651824	91652269
chr2	163607675	163608190
chrX	74204958	74205808
chr15	100580461	100580809
chr1	64956437	64956694
chr1	93563388	93564276
chr1	172541379	172541692
chr6	8016591	8017031
chr6	30643629	30643985
chr6	71926812	71927692
chr6	106181831	106182053
chr8	70380302	70380636
chr8	81715265	81717195
chr8	95112676	95113228
chr8	124591799	124592470
chr3	116949633	116953056
chr13	112883008	112883099
chr8	79665144	79666101
chr10	60300882	60301676
chr2	69182953	69183463
chr2	76981009	76982337
chr2	77234273	77234648
chr2	130964929	130966120
chr1	100141439	100142883
chr1	151796908	151797009
chr10	60411646	60413062
chr8	27199806	27199837
chr11	106097113	106098198
chr7	80743715	80743792
chr7	130537825	130538161
chr2	148686609	148686771
chr9	3345877	3346481
chr9	95967810	95968130
chr5	112838764	112839616
chr5	134402062	134402110
chr5	140671584	140671806
chr4	40164778	40164861
chr14	77506948	77507723
chr14	103033134	103033724
chr14	56648950	56649010
chr3	37312586	37313705
chr16	15700738	15700927
chr17	20234465	20234698
chr10	128112768	128112929
chr15	89374206	89374250
chr15	90966925	90967195
chr11	72837282	72837424
chr4	101178346	101179454
chr4	140537429	140542633
chr1	156673457	156673529
chr5	138611786	138611823
chrX	74428516	74428822
chrX	101412655	101413111
chr12	118034168	118036389
chr18	36796111	36796417
chr19	44132319	44132999
chr19	46672237	46672546
chr10	128115086	128115343
chr6	43522679	43523883
chrX	71556009	71557626
chr4	141014270	141014325
chr11	57781272	57782054
chr15	41801696	41803049
chr4	65323887	65324021
chr7	6654749	6654891
chr7	43952852	43953555
chr1	72274842	72274885
chr1	183314083	183314559
chr19	41872213	41872908
chr16	20737066	20737158
chr16	57146147	57146398
chr14	47667434	47667907
