chr	start	end	cjc_1	cjc_2	ljc_1	ljc_2	adj_cjc_len	adj_ljc_len	pbsi1	pbsi2	delta_pbsi	P	FDR
chr9	88413204	88413480	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,2,3,2,1,3,0,5,2,0,2,7,1,0,0,4,8,3,8,14,4,1,19,0,29,3,1,1,3,7,3,6,0,3,0,0,2,0,0,2,0,0,2,16,4,2,1,1,0	0,0,0,0,0,0,2,4,0,1,0,0,1,1,0,0,0,3,4,0,2,0,0,0,1,3,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,7,12,2,0,5,1,0	277	565	nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.8031272210376688,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan	nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,nan,nan,0.0,0.0,nan,nan,nan,0.0,0.0,nan,0.0,nan,nan,nan,0.0,0.0,nan,0.0,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,nan	0.022309089473268578	1.0	1.0
chr9	95462167	95462702	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,4,0,1,1,0,1,0,0,0,2,1,0,1,2,2,3,0,5,0,1,0,1,4,0,0,2,0,0,1,7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0	0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,10,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0	288	576	nan,0.0,nan,0.0,0.0,nan,0.0,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,nan,0.0,nan,1.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan	nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan	0.047619047619047616	0.09325804721847442	0.7839588122367667
chr9	96602162	96602712	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,2,2,0,2,0,1,0,4,2,0,3,8,2,0,2,1,0,0,3,5,2,0,15,2,9,1,4,4,2,4,3,0,0,2,0,0,0,4,1,2,2,0,1,4,1,0,0,1,0	0,0,0,0,0,0,2,0,0,0,0,0,5,0,1,1,1,1,0,1,0,0,0,0,0,7,0,3,0,5,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,0	288	576	0.0,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,nan,0.0,nan	nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,0.0,nan,nan,nan,nan	0.010101010101010102	1.0	1.0
chr9	100544828	100545994	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3,2,2,1,0,2,0,0,1,2,0,1,0,3,0,5,2,1,0,3,4,3,0,3,5,4,1,2,3,1,1,0,0,0,2,0,1,1,0,0,1,1,0,0,9,4,0,0,2,0	0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0	288	576	0.0,0.0,0.0,0.0,nan,0.0,nan,nan,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,nan,nan,nan,0.0,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,0.0,nan	nan,0.0,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan	0.018433179723502304	1.0	1.0
chr9	106951345	106952311	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,1,1,1,1,0,0,0,1,0,0,0,0,2,0,2,1,0,1,0,1,0,0,7,1,7,0,1,2,2,3,5,0,0,1,0,0,0,5,3,2,2,0,0,18,2,0,0,0,0	0,0,0,0,0,0,2,0,0,2,0,1,7,0,0,0,1,7,0,0,6,0,0,0,0,2,0,3,1,0,7,0,0,0,1,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0	288	576	0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,0.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan	nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan,0.0,nan,0.0,0.0,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan	0.019230769230769232	1.0	1.0
chr9	109146111	109146546	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	288	576			0.0	1.0	1.0
chr9	117056410	117056736	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	288	576	nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan	nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan	0.3333333333333333	0.3643268874366784	1.0
chr9	121951249	121951848	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	288	576	nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,nan,nan,1.0,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,0.0,nan,0.0,nan,nan,nan	nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan	0.09090909090909091	1.0	1.0
chr9	122992003	122992473	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,2,1,1,0,2,0,0,0,6,1,3,2,2,0,0,0,0,0,0,6,2,0,14,3,7,3,1,1,1,4,0,0,0,1,0,0,3,0,0,2,0,0,0,4,2,2,0,1,0	0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,3,1,0,2,0,0,0,0,2,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0	288	576	0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,nan	nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,nan,0.0,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan	0.02469135802469136	1.0	1.0
chr16	18791860	18793177	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1428,1853,2334,2587,2863,1728,1771,86,1761,2454,2305,3748,1048,2915,288,3883,3111,1297,2423,1565,3156,2178,1363,1868,1368,3390,3690,2187,314,209,1846,419,257,481,370,632,350,279,433,460,280,478,728,227,1360,355,315,348,460,273	598,367,390,683,466,539,385,82,270,416,647,395,181,625,605,363,380,449,346,446,440,622,372,612,702,221,603,411,637,264,203,404,403,535,480,520,96,442,681,338,383,554,2754,259,253,1534,471,286,79,539	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.00012658227848101334	1.0	1.0
chr16	18797092	18797348	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	4,7,30,8,16,6,4,0,14,9,6,22,0,4,4,12,14,2,11,5,2,7,3,5,7,2,19,2,0,0,23,1,0,1,4,0,0,2,0,0,0,0,0,4,6,3,0,0,5,0	0,0,0,0,0,0,11,0,0,12,0,1,3,0,0,0,14,0,2,0,0,0,0,0,0,4,0,3,0,0,3,0,0,5,8,8,0,0,0,0,0,0,0,0,0,37,0,1,0,0	257	545	0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,0.0,0.0,nan,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.0,nan	nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan	0.027777777777777776	1.0	1.0
chr16	29432648	29433971	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,2,5,1,4,1,0,0,3,2,0,2,1,7,0,1,4,1,3,2,1,2,1,2,4,0,4,1,2,2,4,2,0,0,2,0,0,0,0,0,3,0,0,1,4,1,1,0,1,0	0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0	288	576	0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,nan	nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan	0.014705882352941176	1.0	1.0
chr16	56243630	56243738	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,1,0,0,0,0,0,1,0,0,0,12,2,1,0,0,0,0,0,14,0,0,18,0,17,0,0,0,1,1,0,15,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0	0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,1,2,2,0,2,0,0,0,0,2,0,0,0,0,4,0,0,1,1,0,3,1,0,0,0,0,0,4,8,3,0,0,1,1	109	397	nan,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,0.0,nan,nan,1.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan	nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,nan,nan,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.0,0.0	0.06666666666666667	0.20885506818889643	1.0
chr16	57220726	57231313	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	4,5,3,11,2,0,14,3,3,36,6,9,0,0,4,3,6,11,2,19,7,3,1,5,7,3,9,5,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0	0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0	288	576	0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,nan,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,0.0,nan	nan,nan,0.0,nan,nan,nan,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,0.0,nan	-0.051923076923076926	0.03052726276588691	0.36715221434647766
chr16	81461730	81462208	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3,2,4,4,6,2,0,0,4,3,0,1,9,5,3,4,6,1,2,0,4,7,3,4,4,13,1,4,2,0,3,5,4,0,1,0,0,1,0,0,0,2,1,5,9,1,5,3,2,1	0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2,1,1,1,1,0,0,1,0,0,6,0,0,0,1,3,2,1,2,0,1,0,0,0,2,0,0,0,3,8,2,0,2,0,0	288	576	0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,nan,0.0,0.0,0.0,nan,0.0,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	nan,0.0,0.0,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,nan,nan	0.017094017094017096	1.0	1.0
chr16	81517618	81517862	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,3,0,3,1,0,0,1,0,0,1,0,2,1,2,3,0,1,0,0,0,1,6,1,2,2,2,0,1,3,2,5,0,1,1,0,0,0,0,0,1,0,3,9,2,0,0,0,0	0,1,1,0,0,0,1,0,0,1,0,0,4,1,1,0,0,2,1,0,3,0,0,0,0,1,2,1,0,1,1,0,0,1,0,1,0,2,0,0,0,0,0,3,3,1,0,0,0,0	245	533	nan,nan,0.0,nan,0.0,0.0,nan,nan,0.0,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,nan,nan,nan,nan	nan,0.0,0.0,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,0.0,nan,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan	0.037037037037037035	0.8952807695244747	1.0
chr18	4354193	4354449	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,3,2,0,3,1,0,0,10,0,1,1,29,0,0,3,1,0,0,1,69,3,3,142,3,110,1,5,3,4,4,1,11,0,3,0,1,1,0,0,0,4,0,4,24,4,0,0,1,0	0,0,1,0,0,0,2,0,0,6,0,1,10,0,0,1,0,5,5,2,4,0,0,0,0,5,0,0,0,6,6,0,0,2,0,1,0,3,0,0,0,0,0,8,4,1,0,0,0,0	257	545	0.0,0.0,0.0,nan,0.0,0.0,nan,nan,0.0,nan,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7387326330057608,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,0.0,nan,nan,nan,0.0,nan,0.0,0.0,0.0,nan,nan,0.0,nan	nan,nan,0.0,nan,nan,nan,0.0,nan,nan,0.0,nan,0.0,0.0,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,nan,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan	0.02238583736381093	1.0	1.0
chr18	12439472	12440660	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,13,2,6,1,9,1,4,7,6,2,5,2,0,2,2,3,3,7,1,6,1,8,2,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0	0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1,0,0,0,0,3,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	288	576	nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,1.0,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,nan	nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan,0.0,nan,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan	0.03225806451612903	0.5312199495600389	1.0
