chr	start	end	len
chr13	56242913	56243781	869
chr13	56451280	56452234	955
chr13	56609781	56610096	316
chr13	66976812	66977728	917
chr13	67092908	67097792	4885
chr13	73688732	73689044	313
chr13	77135631	77136476	846
chr13	93711459	93711644	186
chr13	94057907	94058854	948
chr13	94359232	94359895	664
chr13	99344876	99345340	465
chr13	110902793	110903368	576
chr19	5697480	5697528	49
chr11	65855011	65855186	176
chr1	72274831	72274885	55
chr17	47141910	47142421	512
chr14	20458141	20458569	429
chr7	43637111	43637222	112
chr13	33255163	33255509	347
chr11	65854919	65855186	268
chr6	130188579	130188629	51
chr12	118079347	118082430	3084
chr19	48645848	48645907	60
chr2	158547795	158548679	885
chr12	77450277	77450899	623
chr7	44310297	44310492	196
chr7	139567438	139571643	4206
chr9	14761115	14761604	490
chr9	122892392	122892581	190
chr10	42567072	42567488	417
chr19	23259610	23259646	37
chr13	74052275	74052880	606
chr5	136993314	136993657	344
chr14	33040545	33041153	609
chr17	28661826	28661864	39
chr18	61690408	61691986	1579
chr19	56474255	56475308	1054
chr15	80884383	80884693	311
chr13	107738091	107738371	281
chr5	38479629	38480038	410
chr5	124747774	124747983	210
chr7	130536913	130536982	70
chr7	134292789	134293227	439
chr5	72203564	72209379	5816
chr17	57106287	57106825	539
chr3	129810052	129810525	474
chr11	59800828	59801042	215
chr11	65855086	65855186	101
chr2	101733823	101734604	782
chr9	78470792	78470843	52
chr9	108960312	108960453	142
chr5	140706097	140706147	51
chr5	143227018	143227055	38
chrX	101413062	101413111	50
chr7	19698337	19698403	67
chr7	100093336	100093371	36
chr3	152451399	152451459	61
chr2	25233823	25234179	357
chr18	12986398	12986983	586
chrX	103609214	103609303	90
chr16	4696537	4696585	49
chr5	74627776	74628119	344
chr5	88665440	88665756	317
chr5	138184011	138184331	321
chr15	89302385	89302451	67
chr7	3412208	3412772	565
chr7	26374066	26375246	1181
chr5	127281397	127281537	141
chr13	110901357	110903368	2012
chr19	6414042	6414175	134
chr19	7682660	7682758	99
chr15	74544346	74544417	72
chr15	64701605	64701990	386
chr13	63844687	63845053	367
chr13	100306627	100307026	400
chr8	15112067	15112583	517
chr8	104113103	104115611	2509
chr8	104113103	104113678	576
chr11	6403365	6403737	373
chr11	67173569	67174004	436
chr11	99317580	99318057	478
chr11	118502769	118503719	951
chr14	32967049	32967472	424
chr14	54614716	54616514	1799
chr5	34122265	34122605	341
chr5	134614340	134614888	549
chr17	57358757	57360544	1788
chr7	4119781	4120198	418
chr7	27120016	27121123	1108
chr7	75049114	75049672	559
chr7	130538005	130538161	157
chr7	141237703	141239215	1513
chr2	50296903	50297074	172
chr2	165358586	165358970	385
chr2	167503602	167504590	989
chr9	89089973	89090592	620
chr9	109789735	109790529	795
chr3	64014385	64015325	941
chr3	129799295	129800337	1043
chr10	74985092	75025045	39954
chr10	87915350	87915922	573
chr12	100290425	100292191	1767
chr12	118034310	118036389	2080
chrX	74015972	74016547	576
chr6	15376827	15377295	469
chr6	71909240	71910514	1275
chr1	185281741	185281804	64
chr4	26340111	26340416	306
chr4	44678847	44679439	593
chr4	53012048	53012492	445
chr4	140927219	140927774	556
chr18	12985317	12985370	54
chr13	24905709	24905753	45
chr3	155987448	155987850	403
chr17	28362561	28362694	134
chr12	69258628	69258837	210
chr7	128659153	128659667	515
chr6	89654159	89654287	129
chr17	43295261	43295589	329
chr9	66919021	66919509	489
chr5	34167353	34167404	52
chr5	140677337	140677415	79
chr19	44235977	44236142	166
chr11	107320949	107321586	638
chr1	160997741	160997826	86
chr3	69027899	69027964	66
chr6	85610937	85610992	56
chr17	18256937	18256962	26
chr15	85138066	85138877	812
chr14	33383496	33383873	378
chr12	66511570	66511989	420
chr4	6434316	6435056	741
chr4	118160029	118160133	105
chr7	25120437	25120840	404
chr7	102073317	102074252	936
chr2	167503602	167503944	343
chr13	100651718	100652862	1145
chr1	36202584	36202778	195
chr1	173679037	173679661	625
chr16	3975819	3976328	510
chr6	38020984	38021548	565
chrX	75759555	75760231	677
chr11	34080221	34080572	352
chr11	106679804	106681031	1228
chr11	118505256	118505622	367
chr19	37598678	37599092	415
chr15	59347692	59348384	693
chr13	67105975	67107567	1593
chr11	32600872	32601667	796
chr11	65855138	65855186	49
chr16	18418433	18424303	5871
chr5	38479770	38480038	269
chr7	130519310	130519355	46
chr14	20343081	20343255	175
chr4	108612221	108612795	575
chr13	66974558	66976061	1504
chr13	98260123	98260798	676
chr8	84602040	84602623	584
chr8	88311148	88312110	963
chr14	66727832	66728527	696
chr3	79419420	79420564	1145
chr3	89216888	89217503	616
chr9	106958203	106958406	204
chr2	29790560	29790755	196
chr2	71438813	71440220	1408
chr2	104445836	104446511	676
chr7	120388271	120388636	366
chr7	141237703	141238474	772
chr15	77477132	77477993	862
chr16	87476888	87477220	333
chr14	52002463	52002692	230
chr14	55633286	55633333	48
chr14	77506239	77506778	540
chr19	10644264	10644518	255
chr19	36887172	36887213	42
chr11	65855140	65855186	47
chr8	25861191	25861338	148
chr7	4768388	4770240	1853
chr9	100497154	100497257	104
chr2	25738070	25738153	84
chr15	57262092	57263272	1181
chr15	99670895	99671087	193
chr11	78217647	78217840	194
chr11	85705906	85706194	289
chr6	72304689	72304940	252
chr2	26949429	26949511	83
chr1	65265927	65266642	716
chr1	150446242	150446380	139
chr10	63386776	63386829	54
chr3	9787033	9787261	229
chr19	37698516	37698617	102
chr19	56383976	56384058	83
chr12	53010623	53011216	594
chr5	34716330	34717134	805
chr5	134601926	134602560	635
chr1	119936050	119936090	41
chr15	44581958	44582030	73
chr15	48142948	48151560	8613
chr15	90984045	90984733	689
chr17	17383375	17383930	556
chr17	28603385	28603437	53
chr17	67075312	67075588	277
chr9	85842593	85842659	67
chr19	44191150	44191420	271
chr19	44235977	44236060	84
chr19	46700796	46701109	314
chr1	11951057	11951284	228
chr1	43129230	43131651	2422
chr1	72274826	72274885	60
chr7	44883227	44884118	892
chr7	122120560	122121053	494
chr2	112646633	112646918	286
chr2	118823787	118825193	1407
chr10	77033348	77033420	73
chr18	36962786	36964722	1937
chrX	73823146	73824281	1136
chrX	73823154	73824281	1128
chr5	134156974	134157590	617
chr5	138163245	138163303	59
chr5	138165832	138165909	78
chr3	122565945	122568752	2808
chr4	48422150	48422854	705
chr11	65855154	65855186	33
chr11	103052325	103053100	776
chrX	150987205	150987838	634
chr9	95989007	95990081	1075
chr3	122426755	122433745	6991
chr7	83961460	83961542	83
chr1	153802175	153802235	61
chr11	67252701	67252772	72
chr5	149494561	149494607	47
chr1	119607947	119607986	40
chr16	49702017	49703028	1012
chr7	90358285	90358946	662
chr7	120435953	120436436	484
chr14	56614766	56615848	1083
chr15	100580547	100580809	263
chr12	69258107	69258520	414
chr12	76042137	76042638	502
chr2	181013924	181014533	610
chr18	10556028	10556663	636
chr6	30643629	30644443	815
chr6	118476686	118477306	621
chr10	106913741	106913942	202
chr7	26313697	26314479	783
chr7	120354592	120354767	176
chr19	4793784	4793826	43
chr8	79665144	79665788	645
chr12	4700427	4700826	400
chr3	101594954	101594997	44
chr11	86345718	86345859	142
chr1	66649040	66649265	226
chr1	150576658	150577271	614
chr17	7236128	7236179	52
chr17	35119715	35119753	39
chr19	4792904	4793815	912
chr19	37951247	37951426	180
chr19	57753304	57753901	598
chr3	89209864	89210106	243
chr7	45011701	45012122	422
chr7	65959310	65959473	164
chr7	83959868	83961542	1675
chr14	59626401	59626685	285
chr2	24883821	24884145	325
chr2	127757622	127757678	57
chr7	73441396	73441585	190
chr7	132128244	132128351	108
chr10	34155474	34155908	435
chr11	57309884	57310075	192
chr11	110245096	110245217	122
chr15	73304120	73304406	287
chr13	112882989	112883099	111
chr2	75678367	75678487	121
chr2	66491508	66493078	1571
chr2	76813723	76814137	415
chr2	76883548	76883909	362
chr18	34496456	34497333	878
chr11	65854840	65855186	347
chr11	78218956	78219167	212
chr14	20358141	20359331	1191
chr14	66638461	66639479	1019
chr14	79198461	79198815	355
chr1	193180268	193181305	1038
chr16	30365698	30366834	1137
chr10	114591752	114592051	300
chr12	98857863	98858718	856
chr3	65528633	65529432	800
chr3	98813250	98814181	932
chr3	116790394	116791005	612
chr3	142541602	142542550	949
chr7	19698334	19698403	70
chr7	19698333	19698403	71
chr7	118153578	118154171	594
chr7	130510294	130510810	517
chr4	118152764	118153189	426
chr4	140938065	140939692	1628
chr5	24169391	24170008	618
chr5	100062276	100062360	85
chr5	107900647	107901537	891
chr8	41280152	41280197	46
chr1	9677829	9678271	443
chr11	65855030	65855186	157
chr18	61811809	61813541	1733
chr11	62882020	62882986	967
chr11	78217712	78217840	129
chr7	73441283	73441585	303
chr7	130538738	130539010	273
chr9	121784925	121785051	127
chr16	30353983	30354231	249
chr8	11423824	11424091	268
chr8	79665144	79665746	603
chr8	79665144	79666129	986
chr5	34134413	34134705	293
chr5	72203564	72203602	39
chr5	74627562	74628119	558
chr5	112842386	112843203	818
chr3	122426755	122427138	384
chr12	118033203	118036389	3187
chr12	118035013	118036389	1377
chr17	29261132	29261736	605
chr11	69652308	69652569	262
chr1	151759784	151759830	47
chr1	182858611	182884792	26182
chrX	98780480	98780955	476
chr17	45515284	45515352	69
chr3	155987448	155987500	53
chr10	27006224	27006679	456
chr10	100549376	100550357	982
chr4	40812480	40812684	205
chr4	133190260	133190440	181
chr12	24074162	24074358	197
chr13	95635064	95635463	400
chr8	79665144	79666069	926
chr7	83959514	83961542	2029
chr7	90127157	90127596	440
chr7	98846610	98846726	117
chr6	85610937	85610993	57
chrX	98707739	98710077	2339
chr17	30908218	30908651	434
chr18	11882786	11882839	54
chr5	107597240	107597543	304
chr15	80080724	80080895	172
chr19	43506723	43506921	199
chr19	44021429	44021561	133
chr19	48645848	48645933	86
chr2	74679810	74680401	592
chr2	119445419	119445460	42
chr15	74544346	74544483	138
chr19	55091091	55091135	45
chr12	104031977	104032424	448
chr11	116931771	116932196	426
chr17	35186873	35186945	73
chr1	53299153	53299517	365
chr7	112106910	112107325	416
chr11	79527256	79527581	326
chr3	9784176	9787261	3086
chr19	4360563	4361537	975
chr19	41871387	41871421	35
chr11	65854917	65855186	270
chr11	65855084	65855186	103
chr11	95834242	95834305	64
chr18	36796111	36796376	266
chr10	86927723	86927816	94
chr10	127452034	127452149	116
chr1	16230792	16231002	211
chr1	150576950	150577271	322
chr8	11831593	11831645	53
chr8	70112347	70112500	154
chr4	86594605	86594740	136
chr12	104265713	104265866	154
chr7	73441274	73441585	312
chr7	100093025	100093371	347
chr7	135674383	135674953	571
chr5	25189948	25189989	42
chr5	115580580	115580664	85
chr13	49207226	49208003	778
chr6	38673518	38673606	89
chrX	74079841	74079908	68
chrX	150987204	150987838	635
chr2	172554160	172555399	1240
chr1	153794012	153794087	76
chr3	27439366	27439957	592
chr3	69027899	69027986	88
chr3	156551735	156551854	120
chr17	29261640	29261736	97
chr17	45515284	45515376	93
chr15	78012818	78013312	495
chr11	75592220	75592268	49
chr8	63937729	63938367	639
chr8	64045472	64047003	1532
chr9	124353430	124353586	157
chr12	111671626	111671765	140
chr1	43990663	43991016	354
chr14	26469055	26470363	1309
chr2	25233161	25233302	142
chr5	115615600	115615797	198
chr10	123015916	123016262	347
chr18	25150827	25151199	373
chr6	117907209	117907485	277
chr17	18316702	18317974	1273
chr19	33381224	33382366	1143
chr3	88700515	88700646	132
chr3	101576804	101576918	115
chr12	118035030	118036389	1360
chr11	101952480	101952923	444
chr11	106097113	106097498	386
chr1	43990663	43990799	137
chr8	11313115	11313382	268
chr15	48149179	48151560	2382
chr13	93464185	93464566	382
chr2	178354757	178354916	160
chr7	6737635	6737804	170
chr9	79701911	79702225	315
chr17	29258474	29261736	3263
chr17	78827594	78827931	338
chr5	31206948	31207562	615
chr5	43609299	43614278	4980
chr5	74627716	74628119	404
chr5	122947466	122947726	261
chr5	134366294	134366835	542
chr5	150537138	150537892	755
chr2	32429913	32430528	616
chr2	77049278	77049578	301
chr4	61779031	61779366	336
chr10	103070582	103071049	468
chr10	123001964	123002695	732
chr9	9692942	9693492	551
chr9	20591422	20591926	505
chr9	20921385	20922022	638
chr9	79654388	79655398	1011
chr9	88397648	88398238	591
chr1	37957089	37957734	646
chr1	46081498	46082103	606
chr1	46119380	46120114	735
chr1	172149322	172150206	885
chr8	79665144	79665818	675
chr8	79665144	79666082	939
chr8	79665144	79665683	540
chr8	79665144	79665816	673
chr8	90994637	90994854	218
chr8	90994637	90995658	1022
chr8	94511296	94511663	368
chr8	109667629	109667946	318
chr16	73004746	73005130	385
chr12	44547344	44547781	438
chr12	44551437	44551980	544
chr12	51720723	51721464	742
chr12	53010623	53011124	502
chr12	66511252	66511989	738
chr12	98943915	98944157	243
chr12	118034250	118036389	2140
chr7	17155077	17156187	1111
chr7	29328645	29328984	340
chr7	83961133	83961542	410
chr7	133708963	133709008	46
chr7	140886567	140886775	209
chr11	73115011	73115206	196
chr11	76800930	76801639	710
chr11	79027671	79027977	307
chr11	102218051	102218415	365
chr13	107746834	107748183	1350
chr14	33098735	33099016	282
chr14	47548368	47548918	551
chr19	4360925	4361537	613
chr19	21277759	21277858	100
chr19	23358826	23359149	324
chr19	38652112	38652346	235
chr3	89247129	89247690	562
chr3	116680244	116681104	861
chr3	129309277	129309768	492
chr3	138052633	138054297	1665
chr1	6250168	6250200	33
chr1	34861918	34862517	600
chr9	121816557	121816592	36
chr7	130515790	130516104	315
chr7	130536931	130536982	52
chr7	133748184	133748842	659
chr17	45558598	45558806	209
chr11	6403365	6403530	166
chr11	106097113	106097627	515
chr12	55410283	55410433	151
chr12	76025689	76026194	506
chr3	135355072	135355546	475
chr4	107627617	107630786	3170
chr2	109288167	109288806	640
chr1	38045810	38046150	341
chr7	38183522	38184141	620
chr14	47526315	47526937	623
chr8	79665144	79665647	504
chr9	120464962	120465013	52
chr2	152755240	152755710	471
chr11	73428274	73428358	85
chr6	89654159	89654293	135
chr15	73274441	73274486	46
chr15	74627562	74627610	49
chr19	4793494	4793815	322
chr12	54233753	54240438	6686
chrX	102864324	102864653	330
chr3	101823039	101823239	201
chr5	137469763	137470258	496
chr19	45939080	45940444	1365
chr19	55643177	55643427	251
chr7	35633049	35633329	281
chr7	100706894	100706945	52
chr8	79665144	79665576	433
chr8	79665144	79666085	942
chr10	45649988	45650797	810
chr13	49248201	49248418	218
chr13	73688476	73689044	569
chr11	69652308	69652368	61
chr6	117907209	117907479	271
chr12	118033148	118036389	3242
chr5	33881188	33881383	196
chr5	69561200	69561256	57
chr17	17383375	17383415	41
chr17	29260781	29261736	956
chr1	36176713	36176775	63
chr1	93607671	93607764	94
chr1	156671705	156673529	1825
chr11	59806436	59807799	1364
chr19	41982009	41985331	3323
chr9	114593006	114593436	431
chr14	41082362	41082776	415
chr1	42693756	42694746	991
chr4	48385273	48387159	1887
chr3	100139637	100140178	542
chr15	57256339	57256474	136
chr2	11277107	11277436	330
chr2	70661761	70662378	618
chr7	49770948	49771037	90
chr10	51494846	51495571	726
chr10	123025301	123026079	779
chr5	116481699	116482389	691
chr11	105979673	105980203	531
chr18	37092572	37096053	3482
chr1	44019803	44019907	105
chr17	46940964	46941003	40
chr13	95989050	95989090	41
chr13	77134853	77135352	500
chr7	135674383	135674875	493
chr7	141746147	141746470	324
chr6	85610937	85611449	513
chr7	120800471	120800545	75
chr3	69006214	69006776	563
chr17	35005603	35006178	576
chr17	46190245	46190606	362
chr1	46067005	46067048	44
chr19	4361153	4361537	385
chr19	11528676	11528718	43
chr19	23344249	23350598	6350
chr11	35664187	35664547	361
chr11	45951648	45952734	1087
chr14	20460094	20460158	65
chr9	70320159	70321690	1532
chr6	116661276	116661842	567
chr6	118505958	118506375	418
chr2	165682883	165683714	832
chr2	167465458	167466391	934
chr5	137620358	137621205	848
chr10	86031070	86031602	533
chrX	103609250	103609303	54
chr7	112891860	112892758	899
chr19	55095439	55096120	682
chrX	102127137	102127172	36
chr6	42263506	42263549	44
chr1	72274837	72274885	49
chr14	103685819	103686207	389
chr2	27461965	27462420	456
chr2	31810000	31810406	407
chr2	50128535	50128989	455
chr2	50286738	50287794	1057
chr2	69977808	69978857	1050
chr2	69993813	69993862	50
chr2	77518501	77519427	927
chr4	98650486	98650812	327
chr16	89799651	89799960	310
chr18	13015940	13016541	602
chr18	58054525	58054825	301
chr13	21433705	21434350	646
chr13	67137406	67138236	831
chr13	93662868	93663145	278
chr13	95634895	95635463	569
chr13	113035777	113036952	1176
chrX	101533862	101535959	2098
chrX	101553297	101553475	179
chr11	46752643	46753443	801
chr11	73131022	73131579	558
chr11	96261764	96262193	430
chr11	106097113	106098124	1012
chr11	120686702	120687002	301
chr3	33142532	33142848	317
chr3	41733514	41734167	654
chr3	98813881	98814181	301
chr3	104050735	104050792	58
chr3	116350192	116351205	1014
chr1	30949390	30949548	159
chr1	44781107	44781589	483
chr1	150083809	150084579	771
chr1	150407578	150408008	431
chr1	156669030	156669370	341
chr1	156673021	156673529	509
chr8	79665144	79665757	614
chr8	79665144	79666091	948
chr8	91035066	91035473	408
chr10	58290477	58291043	567
chr10	67014032	67014901	870
chr10	97674836	97675572	737
chr15	25415150	25415427	278
chr15	43492284	43492361	78
chr15	76414333	76414728	396
chr15	81715953	81716566	614
chr15	83138095	83138131	37
chr15	83618306	83618551	246
chr7	100430827	100431239	413
chr7	104345718	104346648	931
chr7	120635323	120636377	1055
chr7	139256161	139256898	738
chr7	140081751	140082092	342
chr7	141237703	141238477	775
chr19	11475331	11478044	2714
chr19	21413293	21414813	1521
chr19	23358558	23359149	592
chr19	44021507	44021561	55
chr17	14202973	14203513	541
chr17	29544942	29545484	543
chr17	46654660	46655012	353
chr17	58313917	58314368	452
chr5	72165090	72165350	261
chr5	72203564	72208874	5311
chr5	112263644	112264194	551
chr5	116189602	116190059	458
chr5	116474522	116475175	654
chr5	124128224	124128602	379
chr5	135390453	135391621	1169
chr5	136972485	136973621	1137
chr5	140351559	140352132	574
chr12	13560976	13561084	109
chr12	31468576	31469204	629
chr12	79097565	79098336	772
chr12	79184743	79185123	381
chr12	116138745	116139118	374
chr6	53287374	53287964	591
chr11	61831687	61833412	1726
chr18	12985317	12985349	33
chr4	99072183	99072404	222
chr12	54233753	54238991	5239
chr12	104265713	104265870	158
chr11	78215678	78216204	527
chr15	99249223	99249367	145
chr9	123377830	123378037	208
chr17	7236128	7236169	42
chr19	17585009	17586009	1001
chr1	149887489	149887606	118
chrX	102908531	102908613	83
chr1	19219254	19219463	210
chr1	155861249	155861647	399
chr1	156671927	156673529	1603
chr7	3885463	3886743	1281
chr7	7566396	7566589	194
chr7	102450076	102450147	72
chr7	107506619	107506867	249
chr7	130518700	130519355	656
chr11	66121295	66121825	531
chr11	85704657	85704731	75
chr11	86344112	86345859	1748
chr3	108663632	108666089	2458
chr3	122426755	122427096	342
chr3	142803447	142803553	107
chr2	25233916	25234179	264
chr2	144489115	144490112	998
chr10	79248009	79250872	2864
chr10	128115086	128115991	906
chr6	32163313	32163399	87
chr14	21092442	21092609	168
chr14	30682857	30683931	1075
chr15	58889495	58890447	953
chr17	7352571	7352621	51
chr17	17383375	17383650	276
chr12	118082128	118082430	303
chr5	138165861	138165909	49
chr2	25230706	25230772	67
chr15	98908813	98908848	36
chr19	39995889	39996722	834
chr16	20734402	20734463	62
chr13	19651789	19652186	398
chr13	38058742	38059341	600
chr13	100177848	100178246	399
chr17	31273050	31273316	267
chr17	32208231	32211166	2936
chr10	31345977	31346610	634
chr10	34591971	34592986	1016
chr10	60364309	60365198	890
chr10	60420686	60421045	360
chr9	9237920	9238625	706
chr9	106951674	106952311	638
chr7	4767749	4770240	2492
chr7	78711777	78712218	442
chr7	120409767	120410236	470
chr4	113534486	113535697	1212
chr5	88665113	88665756	644
chr5	107569031	107570129	1099
chr5	140881504	140882001	498
chr5	144207293	144207393	101
chr5	149188474	149188719	246
chr12	76025689	76026066	378
chr19	23378224	23378662	439
chr19	37598678	37599036	359
chr19	42286776	42287172	397
chr19	47109774	47110034	261
chr11	6625297	6625964	668
chr11	66154944	66155416	473
chr11	106680418	106681031	614
chr11	118502840	118503719	880
chr11	120471604	120472209	606
chr11	121039126	121039292	167
chr14	35026951	35027434	484
chr14	41001923	41002435	513
chr2	25846513	25846717	205
chr2	76871895	76872680	786
chr2	77279257	77280554	1298
chr2	77279343	77280554	1212
chr2	91651824	91652269	446
chr2	163607675	163608190	516
chrX	74204958	74205808	851
chr15	100580461	100580809	349
chr1	64956437	64956694	258
chr1	93563388	93564276	889
chr1	172541379	172541692	314
chr6	8016591	8017031	441
chr6	30643629	30643985	357
chr6	71926812	71927692	881
chr6	106181831	106182053	223
chr8	70380302	70380636	335
chr8	81715265	81717195	1931
chr8	95112676	95113228	553
chr8	124591799	124592470	672
chr3	116949633	116953056	3424
chr13	112883008	112883099	92
chr8	79665144	79666101	958
chr10	60300882	60301676	795
chr2	69182953	69183463	511
chr2	76981009	76982337	1329
chr2	77234273	77234648	376
chr2	130964929	130966120	1192
chr1	100141439	100142883	1445
chr10	60411646	60413062	1417
chr8	27199806	27199837	32
chr11	106097113	106098198	1086
chr7	130537825	130538161	337
chr2	148686609	148686771	163
chr9	3345877	3346481	605
chr9	95967810	95968130	321
chr5	112838764	112839616	853
chr5	134402062	134402110	49
chr5	140671584	140671806	223
chr14	77506948	77507723	776
chr14	103033134	103033724	591
chr14	56648950	56649010	61
chr3	37312586	37313705	1120
chr16	15700738	15700927	190
chr17	20234465	20234698	234
chr10	128112768	128112929	162
chr15	89374206	89374250	45
chr15	90966925	90967195	271
chr11	72837282	72837424	143
chr4	101178346	101179454	1109
chr4	140537429	140542633	5205
chr5	138611786	138611823	38
chrX	74428516	74428822	307
chrX	101412655	101413111	457
chr12	118034168	118036389	2222
chr18	36796111	36796417	307
chr19	44132319	44132999	681
chr19	46672237	46672546	310
chr10	128115086	128115343	258
chr6	43522679	43523883	1205
chrX	71556009	71557626	1618
chr4	141014270	141014325	56
chr11	57781272	57782054	783
chr15	41801696	41803049	1354
chr4	65323887	65324021	135
chr7	6654749	6654891	143
chr7	43952852	43953555	704
chr1	72274842	72274885	44
chr1	183314083	183314559	477
chr19	41872213	41872908	696
chr16	20737066	20737158	93
chr16	57146147	57146398	252
chr14	47667434	47667907	474
