chr	start	end
chr19	36887172	36887213
chr11	65855140	65855186
chr8	25861191	25861338
chr7	4768388	4770240
chr9	100497154	100497257
chr2	25738070	25738153
chr15	57262092	57263272
chr15	99670895	99671087
chr11	78217647	78217840
chr11	85705906	85706194
chr6	72304689	72304940
chr2	26949429	26949511
chr1	65265927	65266642
chr1	150446242	150446380
chr10	63386776	63386829
chr3	9787033	9787261
chr19	37698516	37698617
chr19	56383976	56384058
chr12	53010623	53011216
chr5	34716330	34717134
chr5	134601926	134602560
chr1	119936050	119936090
chr15	44581958	44582030
chr15	48142948	48151560
chr15	90984045	90984733
chr17	17383375	17383930
chr17	28603385	28603437
chr17	67075312	67075588
chr9	85842593	85842659
chr19	44191150	44191420
chr19	44235977	44236060
chr19	46700796	46701109
chr1	11951057	11951284
chr1	43129230	43131651
chr1	72274826	72274885
chr7	44883227	44884118
chr7	122120560	122121053
chr2	112646633	112646918
chr2	118823787	118825193
chr10	77033348	77033420
chr18	36962786	36964722
chrX	73823146	73824281
chrX	73823154	73824281
chr5	134156974	134157590
chr5	138163245	138163303
chr5	138165832	138165909
chr3	122565945	122568752
chr4	48422150	48422854
chr11	65855154	65855186
chr11	103052325	103053100
chrX	150987205	150987838
chr9	95989007	95990081
chr3	122426755	122433745
chr7	83961460	83961542
chr1	153802175	153802235
chr11	67252701	67252772
chr5	149494561	149494607
chr1	119607947	119607986
chr16	49702017	49703028
chr7	90358285	90358946
chr7	120435953	120436436
chr14	56614766	56615848
chr15	100580547	100580809
chr12	69258107	69258520
chr12	76042137	76042638
chr2	181013924	181014533
chr18	10556028	10556663
chr6	30643629	30644443
chr6	118476686	118477306
chr10	106913741	106913942
chr7	26313697	26314479
chr7	120354592	120354767
chr19	4793784	4793826
chr8	79665144	79665788
chr12	4700427	4700826
chr3	101594954	101594997
chr11	86345718	86345859
chr1	66649040	66649265
chr1	150576658	150577271
chr17	7236128	7236179
chr17	35119715	35119753
chr19	4792904	4793815
chr19	37951247	37951426
chr19	57753304	57753901
chr3	89209864	89210106
chr7	45011701	45012122
chr7	65959310	65959473
chr7	83959868	83961542
chr14	59626401	59626685
chr2	24883821	24884145
chr2	127757622	127757678
chr7	73441396	73441585
chr7	132128244	132128351
chr10	34155474	34155908
chr11	57309884	57310075
chr11	110245096	110245217
chr15	73304120	73304406
chr13	112882989	112883099
chr2	75678367	75678487
chr2	66491508	66493078
chr2	76813723	76814137
chr2	76883548	76883909
chr18	34496456	34497333
chr11	65854840	65855186
chr11	78218956	78219167
chr14	20358141	20359331
chr14	66638461	66639479
chr14	79198461	79198815
chr1	193180268	193181305
chr16	30365698	30366834
chr10	114591752	114592051
chr12	98857863	98858718
chr3	65528633	65529432
chr3	98813250	98814181
chr3	116790394	116791005
chr3	142541602	142542550
chr7	19698334	19698403
chr7	19698333	19698403
chr7	118153578	118154171
chr7	130510294	130510810
chr4	118152764	118153189
chr4	140938065	140939692
chr5	24169391	24170008
chr5	100062276	100062360
chr5	107900647	107901537
chr8	41280152	41280197
chr1	9677829	9678271
chr11	65855030	65855186
chr18	61811809	61813541
chr11	62882020	62882986
chr11	78217712	78217840
chr7	73441283	73441585
chr7	130538738	130539010
chr9	121784925	121785051
chr16	30353983	30354231
chr8	11423824	11424091
chr8	79665144	79665746
chr8	79665144	79666129
chr5	34134413	34134705
chr5	72203564	72203602
chr5	74627562	74628119
chr5	112842386	112843203
chr3	122426755	122427138
chr12	118033203	118036389
chr12	118035013	118036389
chr17	29261132	29261736
chr11	69652308	69652569
chr1	151759784	151759830
chr1	182858611	182884792
chrX	98780480	98780955
chr17	45515284	45515352
chr3	155987448	155987500
chr10	27006224	27006679
chr10	100549376	100550357
chr4	40812480	40812684
chr4	133190260	133190440
chr12	24074162	24074358
chr13	95635064	95635463
chr8	79665144	79666069
chr7	83959514	83961542
chr7	90127157	90127596
chr7	98846610	98846726
chr6	85610937	85610993
chrX	98707739	98710077
chr17	30908218	30908651
chr18	11882786	11882839
chr5	107597240	107597543
chr15	80080724	80080895
chr19	43506723	43506921
chr19	44021429	44021561
chr19	48645848	48645933
chr2	74679810	74680401
chr2	119445419	119445460
chr15	74544346	74544483
chr19	55091091	55091135
chr12	104031977	104032424
chr11	116931771	116932196
chr17	35186873	35186945
chr1	53299153	53299517
chr7	112106910	112107325
chr11	79527256	79527581
chr3	9784176	9787261
chr19	4360563	4361537
chr19	41871387	41871421
chr11	65854917	65855186
chr11	65855084	65855186
chr11	95834242	95834305
chr18	36796111	36796376
chr10	86927723	86927816
chr10	127452034	127452149
chr1	16230792	16231002
chr1	150576950	150577271
chr8	11831593	11831645
chr8	70112347	70112500
chr4	86594605	86594740
chr12	104265713	104265866
chr7	73441274	73441585
chr7	100093025	100093371
chr7	135674383	135674953
chr5	25189948	25189989
chr5	115580580	115580664
chr13	49207226	49208003
chr6	38673518	38673606
chrX	74079841	74079908
chrX	150987204	150987838
chr2	172554160	172555399
chr1	153794012	153794087
chr3	27439366	27439957
chr3	69027899	69027986
chr3	156551735	156551854
chr17	29261640	29261736
chr17	45515284	45515376
chr15	78012818	78013312
chr11	75592220	75592268
chr8	63937729	63938367
chr8	64045472	64047003
chr9	124353430	124353586
chr12	111671626	111671765
chr1	43990663	43991016
chr14	26469055	26470363
chr2	25233161	25233302
chr5	115615600	115615797
chr10	123015916	123016262
chr18	25150827	25151199
chr6	117907209	117907485
chr17	18316702	18317974
chr19	33381224	33382366
chr3	88700515	88700646
chr3	101576804	101576918
chr12	118035030	118036389
chr11	101952480	101952923
chr11	106097113	106097498
chr1	43990663	43990799
chr8	11313115	11313382
chr15	48149179	48151560
chr13	93464185	93464566
chr2	178354757	178354916
chr7	6737635	6737804
chr9	79701911	79702225
chr17	29258474	29261736
chr17	78827594	78827931
chr5	31206948	31207562
chr5	43609299	43614278
chr5	74627716	74628119
chr5	122947466	122947726
chr5	134366294	134366835
chr5	150537138	150537892
chr2	32429913	32430528
chr2	77049278	77049578
chr4	61779031	61779366
chr10	103070582	103071049
chr10	123001964	123002695
chr9	9692942	9693492
chr9	20591422	20591926
chr9	20921385	20922022
chr9	79654388	79655398
chr9	88397648	88398238
chr1	37957089	37957734
chr1	46081498	46082103
chr1	46119380	46120114
chr1	172149322	172150206
chr8	79665144	79665818
chr8	79665144	79666082
chr8	79665144	79665683
chr8	79665144	79665816
chr8	90994637	90994854
chr8	90994637	90995658
chr8	94511296	94511663
chr8	109667629	109667946
chr16	73004746	73005130
chr12	44547344	44547781
chr12	44551437	44551980
chr12	51720723	51721464
chr12	53010623	53011124
chr12	66511252	66511989
chr12	98943915	98944157
chr12	118034250	118036389
chr7	17155077	17156187
chr7	29328645	29328984
chr7	83961133	83961542
chr7	133708963	133709008
chr7	140886567	140886775
chr11	73115011	73115206
chr11	76800930	76801639
chr11	79027671	79027977
chr11	102218051	102218415
chr13	107746834	107748183
chr14	33098735	33099016
chr14	47548368	47548918
chr19	4360925	4361537
chr19	21277759	21277858
chr19	23358826	23359149
chr19	38652112	38652346
chr3	89247129	89247690
chr3	116680244	116681104
chr3	129309277	129309768
chr3	138052633	138054297
chr1	6250168	6250200
chr1	34861918	34862517
chr9	121816557	121816592
chr7	130515790	130516104
chr7	130536931	130536982
chr7	133748184	133748842
chr17	45558598	45558806
chr11	6403365	6403530
chr11	106097113	106097627
chr12	55410283	55410433
chr12	76025689	76026194
chr3	135355072	135355546
chr4	107627617	107630786
chr2	109288167	109288806
chr1	38045810	38046150
chr7	38183522	38184141
chr14	47526315	47526937
chr8	79665144	79665647
chr9	120464962	120465013
chr2	152755240	152755710
chr11	73428274	73428358
chr6	89654159	89654293
chr15	73274441	73274486
chr15	74627562	74627610
chr19	4793494	4793815
chr12	54233753	54240438
chrX	102864324	102864653
chr3	101823039	101823239
chr5	137469763	137470258
chr19	45939080	45940444
chr19	55643177	55643427
chr7	35633049	35633329
chr7	100706894	100706945
chr8	79665144	79665576
chr8	79665144	79666085
chr10	45649988	45650797
chr13	49248201	49248418
chr13	73688476	73689044
chr11	69652308	69652368
chr6	117907209	117907479
chr12	118033148	118036389
chr5	33881188	33881383
chr5	69561200	69561256
chr17	17383375	17383415
chr17	29260781	29261736
chr1	36176713	36176775
chr1	93607671	93607764
chr1	156671705	156673529
chr11	59806436	59807799
chr19	41982009	41985331
chr9	114593006	114593436
chr14	41082362	41082776
chr1	42693756	42694746
chr4	48385273	48387159
chr3	100139637	100140178
chr15	57256339	57256474
chr2	11277107	11277436
chr2	70661761	70662378
chr7	49770948	49771037
chr10	51494846	51495571
chr10	123025301	123026079
chr5	116481699	116482389
chr11	105979673	105980203
chr18	37092572	37096053
chr1	44019803	44019907
chr17	46940964	46941003
chr13	95989050	95989090
chr13	77134853	77135352
chr7	135674383	135674875
chr7	141746147	141746470
chr6	85610937	85611449
chr7	120800471	120800545
chr3	69006214	69006776
chr17	35005603	35006178
chr17	46190245	46190606
chr1	46067005	46067048
chr19	4361153	4361537
chr19	11528676	11528718
chr19	23344249	23350598
chr11	35664187	35664547
chr11	45951648	45952734
chr14	20460094	20460158
chr9	70320159	70321690
chr6	116661276	116661842
chr6	118505958	118506375
chr2	165682883	165683714
chr2	167465458	167466391
chr5	137620358	137621205
chr10	86031070	86031602
chrX	103609250	103609303
chr7	112891860	112892758
chr19	55095439	55096120
chrX	102127137	102127172
chr6	42263506	42263549
chr1	72274837	72274885
chr14	103685819	103686207
chr2	27461965	27462420
chr2	31810000	31810406
chr2	50128535	50128989
chr2	50286738	50287794
chr2	69977808	69978857
chr2	69993813	69993862
chr2	77518501	77519427
chr4	98650486	98650812
chr16	89799651	89799960
chr18	13015940	13016541
chr18	58054525	58054825
chr13	21433705	21434350
chr13	67137406	67138236
chr13	93662868	93663145
chr13	95634895	95635463
chr13	113035777	113036952
chrX	101533862	101535959
chrX	101553297	101553475
chr11	46752643	46753443
chr11	73131022	73131579
chr11	96261764	96262193
chr11	106097113	106098124
chr11	120686702	120687002
chr3	33142532	33142848
chr3	41733514	41734167
chr3	98813881	98814181
chr3	104050735	104050792
chr3	116350192	116351205
chr1	30949390	30949548
chr1	44781107	44781589
chr1	150083809	150084579
chr1	150407578	150408008
chr1	156669030	156669370
chr1	156673021	156673529
chr8	79665144	79665757
chr8	79665144	79666091
chr8	91035066	91035473
chr10	58290477	58291043
chr10	67014032	67014901
chr10	97674836	97675572
chr15	25415150	25415427
chr15	43492284	43492361
chr15	76414333	76414728
chr15	81715953	81716566
chr15	83138095	83138131
chr15	83618306	83618551
chr7	100430827	100431239
chr7	104345718	104346648
chr7	120635323	120636377
chr7	139256161	139256898
chr7	140081751	140082092
chr7	141237703	141238477
chr19	11475331	11478044
chr19	21413293	21414813
chr19	23358558	23359149
chr19	44021507	44021561
chr17	14202973	14203513
chr17	29544942	29545484
chr17	46654660	46655012
chr17	58313917	58314368
chr5	72165090	72165350
chr5	72203564	72208874
chr5	112263644	112264194
chr5	116189602	116190059
chr5	116474522	116475175
chr5	124128224	124128602
chr5	135390453	135391621
chr5	136972485	136973621
chr5	140351559	140352132
chr12	13560976	13561084
chr12	31468576	31469204
chr12	79097565	79098336
chr12	79184743	79185123
chr12	116138745	116139118
chr6	53287374	53287964
chr11	61831687	61833412
chr18	12985317	12985349
chr4	99072183	99072404
chr12	54233753	54238991
chr12	104265713	104265870
chr11	78215678	78216204
chr15	99249223	99249367
chr9	123377830	123378037
chr17	7236128	7236169
chr19	17585009	17586009
chr1	149887489	149887606
chrX	102908531	102908613
chr1	19219254	19219463
chr1	155861249	155861647
chr1	156671927	156673529
chr7	3885463	3886743
chr7	7566396	7566589
chr7	102450076	102450147
chr7	107506619	107506867
chr7	130518700	130519355
chr11	66121295	66121825
chr11	85704657	85704731
chr11	86344112	86345859
chr3	108663632	108666089
chr3	122426755	122427096
chr3	142803447	142803553
chr2	25233916	25234179
chr2	144489115	144490112
chr10	79248009	79250872
chr10	128115086	128115991
chr6	32163313	32163399
chr14	21092442	21092609
chr14	30682857	30683931
chr15	58889495	58890447
chr17	7352571	7352621
chr17	17383375	17383650
chr12	118082128	118082430
chr5	138165861	138165909
chr2	25230706	25230772
chr15	98908813	98908848
chr19	39995889	39996722
chr16	20734402	20734463
chr13	19651789	19652186
chr13	38058742	38059341
chr13	100177848	100178246
chr17	31273050	31273316
chr17	32208231	32211166
chr10	31345977	31346610
chr10	34591971	34592986
chr10	60364309	60365198
chr10	60420686	60421045
chr9	9237920	9238625
chr9	106951674	106952311
chr7	4767749	4770240
chr7	78711777	78712218
chr7	120409767	120410236
chr4	113534486	113535697
chr5	88665113	88665756
chr5	107569031	107570129
chr5	140881504	140882001
chr5	144207293	144207393
chr5	149188474	149188719
chr12	76025689	76026066
chr19	23378224	23378662
chr19	37598678	37599036
chr19	42286776	42287172
chr19	47109774	47110034
chr11	6625297	6625964
chr11	66154944	66155416
chr11	106680418	106681031
chr11	118502840	118503719
chr11	120471604	120472209
chr11	121039126	121039292
chr14	35026951	35027434
chr14	41001923	41002435
chr2	25846513	25846717
chr2	76871895	76872680
chr2	77279257	77280554
chr2	77279343	77280554
chr2	91651824	91652269
chr2	163607675	163608190
chrX	74204958	74205808
chr15	100580461	100580809
chr1	64956437	64956694
chr1	93563388	93564276
chr1	172541379	172541692
chr6	8016591	8017031
chr6	30643629	30643985
chr6	71926812	71927692
chr6	106181831	106182053
chr8	70380302	70380636
chr8	81715265	81717195
chr8	95112676	95113228
chr8	124591799	124592470
chr3	116949633	116953056
chr13	112883008	112883099
chr8	79665144	79666101
chr10	60300882	60301676
chr2	69182953	69183463
chr2	76981009	76982337
chr2	77234273	77234648
chr2	130964929	130966120
chr1	100141439	100142883
chr10	60411646	60413062
chr8	27199806	27199837
chr11	106097113	106098198
chr7	130537825	130538161
chr2	148686609	148686771
chr9	3345877	3346481
chr9	95967810	95968130
chr5	112838764	112839616
chr5	134402062	134402110
chr5	140671584	140671806
chr14	77506948	77507723
chr14	103033134	103033724
chr14	56648950	56649010
chr3	37312586	37313705
chr16	15700738	15700927
chr17	20234465	20234698
chr10	128112768	128112929
chr15	89374206	89374250
chr15	90966925	90967195
chr11	72837282	72837424
chr4	101178346	101179454
chr4	140537429	140542633
chr5	138611786	138611823
chrX	74428516	74428822
chrX	101412655	101413111
chr12	118034168	118036389
chr18	36796111	36796417
chr19	44132319	44132999
chr19	46672237	46672546
chr10	128115086	128115343
chr6	43522679	43523883
chrX	71556009	71557626
chr4	141014270	141014325
chr11	57781272	57782054
chr15	41801696	41803049
chr4	65323887	65324021
chr7	6654749	6654891
chr7	43952852	43953555
chr1	72274842	72274885
chr1	183314083	183314559
chr19	41872213	41872908
chr16	20737066	20737158
chr16	57146147	57146398
chr14	47667434	47667907
